DONG_CODE,GU,DONG,AREA,CAR_SHR_NUM,SAFE_DLVR_NUM,ANI_HSPT_NUM,LEISURE_NUM,KIDS_NUM,GYM_NUM,GOLF_NUM,STARBUCKS_NUM,MC_NUM,NOISE_VIBRATION_NUM,PARK_NUM,COLIVING_NUM,MZ_POP_CNT,VEGAN_CNT,교통,교육,육아,치안,건강,편의시설,km_cluster
1111051500,종로구,청운효자동,2.57,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,18816.0,1.6666666666666663,0.0,3210,5.0,13.693333333333335,14.63,7.333333333333333,59.66666666666666,15.299999999999997,11.676666666666664,10
1111053000,종로구,사직동,1.23,5.0,0.0,1.0,1.0,0.0,18.0,3.0,7.333333333333333,0.0,22848.0,2.6666666666666665,1.0,2749,8.0,16.913333333333334,15.1,20.333333333333336,44.66666666666666,87.52,34.50666666666667,1
1111054000,종로구,삼청동,1.49,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,14112.0,1.0,0.0,684,6.0,11.65,1.5,11.0,23.0,8.58,13.88,10
1111055000,종로구,부암동,2.27,5.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,6048.0,1.0,0.0,2585,1.0,8.670000000000002,20.5,5.0,43.0,4.76,11.02,10
1111056000,종로구,평창동,8.87,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,4032.0,0.0,0.0,4597,2.0,34.830000000000005,19.63,10.0,22.0,18.16,11.64,9
1111057000,종로구,무악동,0.36,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2016.0,0.0,0.0,1822,1.0,4.83,15.8,13.0,13.0,9.7,3.38,8
1111058000,종로구,교남동,0.35,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,12096.0,0.0,0.0,2843,1.0,13.39,14.2,36.0,10.0,35.8,8.02,3
1111060000,종로구,가회동,0.54,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,8064.0,0.0,0.0,1038,6.0,8.610000000000001,3.33,3.0,33.0,8.52,16.77,10
1111061500,종로구,종로1.2.3.4가동,2.35,18.0,0.0,0.0,4.0,1.0,10.0,5.0,13.333333333333334,1.0,56112.0,1.6666666666666663,3.0,2370,26.5,50.663333333333334,74.64999999999999,70.33333333333333,85.66666666666667,192.66,89.85166666666666,2
1111063000,종로구,종로5.6가동,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10080.0,0.0,0.0,2125,1.0,12.71,6.699999999999999,53.0,40.0,111.96,17.12,4
1111064000,종로구,이화동,0.78,7.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,6048.0,2.0,0.0,3198,9.0,11.4,7.47,5.0,37.0,23.22,18.27,1
1111065000,종로구,혜화동,1.12,2.0,1.0,1.0,3.0,0.0,5.0,0.0,2.0,1.0,11088.0,0.0,0.0,8656,6.5,9.940000000000001,30.479999999999997,28.0,74.0,43.379999999999995,25.105,2
1111067000,종로구,창신1동,0.31,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,672.0,0.0,0.0,1586,0.6666666666666666,5.4766666666666675,4.243333333333332,9.666666666666666,13.666666666666666,20.333333333333332,5.593333333333334,4
1111068000,종로구,창신2동,0.26,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,672.0,0.0,0.0,2748,0.6666666666666666,2.686666666666667,4.243333333333332,9.666666666666666,13.666666666666666,20.333333333333332,5.593333333333334,4
1111069000,종로구,창신3동,0.23,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,672.0,0.0,0.0,1928,0.6666666666666666,3.6166666666666667,4.243333333333332,9.666666666666666,13.666666666666666,20.333333333333332,5.593333333333334,4
1111070000,종로구,숭인1동,0.23,2.0,1.0,1.0,1.5,0.0,2.5,1.0,0.5,0.0,1008.0,0.5,1.0,1681,1.5,7.630000000000001,5.6,15.5,18.5,16.66,7.395,1
1111071000,종로구,숭인2동,0.35,2.0,1.0,1.0,1.5,0.0,2.5,1.0,0.5,0.0,1008.0,0.5,0.0,4198,1.5,6.7,5.6,15.5,18.5,16.66,7.395,1
1114052000,중구,소공동,0.95,8.5,0.0,0.0,0.0,0.0,6.5,3.0,9.0,0.0,10070.0,0.0,3.0,1093,22.0,24.8,7.894999999999999,30.5,82.0,74.69,50.24,2
1114054000,중구,회현동,0.84,7.5,0.0,0.0,0.0,0.0,5.0,0.0,9.5,0.0,6890.0,2.0,1.0,1187,12.5,23.310000000000002,1.0649999999999997,38.5,97.0,76.63,50.525000000000006,1
1114055000,중구,명동,0.99,7.0,1.0,0.0,1.0,0.0,18.0,3.0,18.5,3.0,21730.0,0.5,3.0,1223,36.0,32.32,14.815,44.0,124.5,177.0,110.49999999999999,6
1114057000,중구,필동,1.14,4.5,1.0,2.0,1.0,0.0,2.5,1.0,2.5,0.0,9010.0,0.5,4.0,1961,6.5,6.640000000000001,7.614999999999999,13.5,101.0,28.15,37.92,2
1114058000,중구,장충동,1.36,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,2120.0,0.0,0.0,2400,2.0,9.080000000000002,2.65,4.0,59.5,7.64,9.65,10
1114059000,중구,광희동,0.74,5.5,0.0,0.5,5.0,1.0,1.0,2.0,3.5,0.0,9540.0,0.0,4.0,2609,8.0,18.21,2.5199999999999996,19.5,91.0,48.309999999999995,55.895,2
1114060500,중구,을지로동,0.6,2.0,0.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0,10600.0,1.0,0.0,664,7.0,18.320000000000004,0.7,28.0,59.0,61.239999999999995,45.46,1
1114061500,중구,신당동,0.55,5.166666666666666,0.8333333333333334,1.5,0.0,0.1666666666666666,6.333333333333334,1.3333333333333333,2.1666666666666665,0.0,2296.6666666666665,0.0,1.0,3604,0.8333333333333334,17.950000000000003,12.879999999999999,31.16666666666666,78.33333333333333,45.18333333333333,23.099999999999998,5
1114062500,중구,다산동,0.51,2.1666666666666665,0.8333333333333334,1.5,0.0,0.1666666666666666,3.333333333333333,0.3333333333333333,0.1666666666666666,0.0,176.66666666666666,0.0,0.0,4723,0.8333333333333334,3.93,12.85,24.16666666666666,54.333333333333336,27.023333333333326,14.41,4
1114063500,중구,약수동,0.48,2.1666666666666665,0.8333333333333334,1.5,0.0,0.1666666666666666,3.333333333333333,0.3333333333333333,0.1666666666666666,0.0,176.66666666666666,0.0,0.0,4376,0.8333333333333334,5.79,12.85,24.16666666666666,54.333333333333336,27.023333333333326,14.41,4
1114064500,중구,청구동,0.34,2.1666666666666665,0.8333333333333334,1.5,0.0,0.1666666666666666,3.333333333333333,0.3333333333333333,0.1666666666666666,0.0,176.66666666666666,0.0,0.0,4094,0.8333333333333334,2.0700000000000003,12.85,24.16666666666666,54.333333333333336,27.023333333333326,14.41,4
1114065000,중구,신당5동,0.39,2.1666666666666665,0.8333333333333334,1.5,0.0,0.1666666666666666,3.333333333333333,0.3333333333333333,0.1666666666666666,0.0,176.66666666666666,0.0,0.0,3531,0.8333333333333334,4.86,12.85,24.16666666666666,54.333333333333336,27.023333333333326,14.41,4
1114066500,중구,동화동,0.26,2.1666666666666665,0.8333333333333334,1.5,0.0,0.1666666666666666,3.333333333333333,0.3333333333333333,0.1666666666666666,0.0,176.66666666666666,0.0,0.0,2712,0.8333333333333334,2.0700000000000003,12.85,24.16666666666666,54.333333333333336,27.023333333333326,14.41,5
1114067000,중구,황학동,0.33,2.0,0.0,3.0,4.0,1.0,6.0,3.0,1.0,0.0,1060.0,0.0,0.0,5397,2.0,5.64,2.0999999999999996,27.0,60.0,31.619999999999997,13.91,7
1114068000,중구,중림동,0.48,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4240.0,1.0,0.0,3607,2.0,6.99,10.299999999999999,14.0,96.0,26.799999999999997,13.829999999999998,1
1117051000,용산구,후암동,0.86,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1625.0,0.0,1.0,5338,2.0,10.35,23.2,15.0,26.0,23.919999999999998,10.54,8
1117052000,용산구,용산2가동,1.96,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3250.0,0.0,0.0,3895,3.0,12.52,5.5,1.0,34.0,10.58,12.55,10
1117053000,용산구,남영동,1.19,7.0,1.0,0.0,3.0,1.0,8.0,3.0,5.0,1.0,6500.0,0.0,1.0,2196,4.0,10.870000000000001,11.899999999999999,4.0,13.0,52.48,23.61,2
1117055500,용산구,청파동,0.9,7.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,6500.0,0.0,0.0,7824,6.0,14.190000000000001,11.6,1.0,35.0,25.979999999999997,24.47,2
1117056000,용산구,원효로1동,0.59,4.0,1.0,3.0,1.0,0.0,6.0,3.0,1.0,0.0,6500.0,0.0,1.0,6330,0.0,15.420000000000002,18.599999999999998,25.0,17.0,27.68,14.96,4
1117057000,용산구,원효로2동,0.71,2.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,8125.0,0.0,0.0,4038,0.0,9.72,20.1,11.0,24.0,8.7,11.04,8
1117058000,용산구,효창동,0.44,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1625.0,1.0,0.0,3425,2.0,12.35,17.2,22.0,13.0,16.28,6.4,1
1117059000,용산구,용문동,0.28,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,0.0,3762,1.0,7.5,14.7,12.0,12.0,16.16,6.77,4
1117062500,용산구,한강로동,2.9,13.0,0.0,2.0,4.0,4.0,8.0,4.0,6.0,0.0,8125.0,0.0,0.0,8937,6.0,29.7,11.33,53.0,41.0,86.97999999999999,54.32,10
1117063000,용산구,이촌1동,2.86,0.5,0.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,812.5,0.0,0.0,6072,1.5,11.06,16.349999999999998,24.5,14.5,27.65,5.475,9
1117064000,용산구,이촌2동,1.22,0.5,0.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,812.5,0.0,0.0,2228,1.5,7.340000000000001,16.349999999999998,24.5,14.5,27.65,5.475,9
1117065000,용산구,이태원1동,0.57,3.0,0.5,1.5,0.5,0.0,4.5,0.5,1.0,0.0,812.5,0.0,0.0,3061,4.5,10.91,5.315,12.5,25.5,12.809999999999999,13.27,2
1117066000,용산구,이태원2동,0.86,3.0,0.5,1.5,0.5,0.0,4.5,0.5,1.0,0.0,812.5,0.0,0.0,3753,4.5,9.98,5.315,12.5,25.5,12.809999999999999,13.27,8
1117068500,용산구,한남동,3.01,9.0,1.0,5.0,2.0,0.0,26.0,3.0,2.0,0.0,1625.0,0.0,3.0,7321,6.0,31.610000000000003,15.1,15.0,44.0,41.08,26.72,10
1117069000,용산구,서빙고동,2.8,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,6500.0,1.0,0.0,3446,0.0,13.51,11.67,10.0,35.0,1.94,7.98,10
1117070000,용산구,보광동,0.71,4.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1625.0,0.0,0.0,4780,0.0,9.360000000000001,9.899999999999999,3.0,52.0,25.86,7.44,8
1120052000,성동구,왕십리2동,0.41,1.0,0.5,1.5,0.0,0.0,4.0,2.0,1.0,0.0,930.0,0.0,0.0,5448,1.0,11.9,26.315,22.5,14.5,15.78,8.61,4
1120053500,성동구,왕십리도선동,0.72,4.0,0.5,3.5,0.0,0.0,13.0,3.0,2.0,0.0,6510.0,0.0,0.0,8932,5.0,15.860000000000001,43.815,51.5,51.5,95.82,22.819999999999997,6
1120054000,성동구,마장동,1.05,5.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1860.0,0.0,0.0,7838,0.0,21.130000000000003,20.54,20.0,92.0,28.68,8.95,8
1120055000,성동구,사근동,1.1,6.333333333333334,1.6666666666666663,2.6666666666666665,1.0,0.6666666666666666,3.6666666666666665,2.0,0.6666666666666666,0.3333333333333333,2480.0,0.0,0.0,7787,2.0,12.67,37.39999999999999,23.000000000000004,50.666666666666664,40.1,22.03333333333333,4
