,구이름,행정동,SUBWAY_NUM,STARBUCKS_NUM,SPORT_NUM,SAFE_DLVR_NUM,MC_NUM,KINDER_NUM,KIDS_NUM,GYM_NUM,GOLF_NUM,ACADEMY_NUM,ANIMAL_HSPT_NUM,BIKE_NUM,CAFE,CAR_SHR_NUM,CCTV_NUM,CHILD_MED_NUM,CON_NUM,DPTM_NUM
134,강북구,삼각산동,0.16,0.12,0.0,0.08,0.08,6.8,0.2,0.8800000000000001,0.12,10.08,1.2,0.8800000000000001,4.36,0.96,9.120000000000001,1.8800000000000001,2.04,0.0
135,강북구,번1동,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,3.3333333333333335,0.1111111111111111,0.7777777777777778,0.6666666666666666,7.222222222222222,0.6666666666666666,2.444444444444444,4.0,0.4444444444444444,11.555555555555555,1.4444444444444444,2.888888888888889,0.0
136,강북구,번2동,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,3.3333333333333335,0.1111111111111111,0.7777777777777778,0.6666666666666666,7.222222222222222,0.6666666666666666,2.444444444444444,4.0,0.4444444444444444,11.555555555555555,1.4444444444444444,2.888888888888889,0.0
137,강북구,번3동,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,3.3333333333333335,0.1111111111111111,0.7777777777777778,0.6666666666666666,7.222222222222222,0.6666666666666666,2.444444444444444,4.0,0.4444444444444444,11.555555555555555,1.4444444444444444,2.888888888888889,0.0
138,강북구,수유1동,0.0,0.0,0.0,0.16,0.0,1.6,0.12,0.64,0.16,4.64,0.64,0.76,3.8,0.4,7.92,0.6799999999999999,2.04,0.0
139,강북구,수유2동,0.0,0.0,0.0,0.16,0.0,1.6,0.12,0.64,0.16,4.64,0.64,0.76,3.8,0.4,7.92,0.6799999999999999,2.04,0.0
140,강북구,수유3동,0.0,0.0,0.0,0.16,0.0,1.6,0.12,0.64,0.16,4.64,0.64,0.76,3.8,0.4,7.92,0.6799999999999999,2.04,0.0
141,강북구,우이동,1.0,0.0,0.0,1.16,0.0,1.6,0.12,0.64,0.16,10.64,0.64,6.76,13.8,1.4,34.92,1.68,9.04,0.0
142,강북구,인수동,0.0,0.0,0.0,0.16,0.0,1.6,0.12,0.64,0.16,4.64,0.64,0.76,3.8,0.4,7.92,0.6799999999999999,2.04,0.0
143,도봉구,창제1동,0.08,0.08,0.0,0.27999999999999997,0.0,5.2,0.12,1.24,0.48,8.2,0.5599999999999999,1.28,4.4399999999999995,0.32,4.2,0.48,1.8800000000000001,0.0
144,도봉구,창제2동,0.08,0.08,0.0,0.27999999999999997,0.0,5.2,0.12,1.24,0.48,8.2,0.5599999999999999,1.28,4.4399999999999995,0.32,4.2,0.48,1.8800000000000001,0.0
145,도봉구,창제3동,0.08,0.08,0.0,0.27999999999999997,0.0,5.2,0.12,1.24,0.48,8.2,0.5599999999999999,1.28,4.4399999999999995,0.32,4.2,0.48,1.8800000000000001,0.0
146,도봉구,창제4동,0.08,0.08,0.0,0.27999999999999997,0.0,5.2,0.12,1.24,0.48,8.2,0.5599999999999999,1.28,4.4399999999999995,0.32,4.2,0.48,1.8800000000000001,0.0
147,도봉구,창제5동,0.08,0.08,0.0,0.27999999999999997,0.0,5.2,0.12,1.24,0.48,8.2,0.5599999999999999,1.28,4.4399999999999995,0.32,4.2,0.48,1.8800000000000001,0.0
148,도봉구,도봉제1동,0.25,0.0,0.0,0.5,0.25,15.0,0.0,1.75,1.75,7.5,2.0,4.5,10.75,0.75,13.5,0.5,7.0,0.0
149,도봉구,도봉제2동,0.25,0.0,0.0,0.5,0.25,15.0,0.0,1.75,1.75,7.5,2.0,4.5,10.75,0.75,13.5,0.5,7.0,0.0
150,도봉구,쌍문제1동,0.0625,0.0,0.0,0.0,0.0625,3.125,0.0,1.25,0.375,9.625,0.875,1.0,4.125,0.5,3.875,0.25,2.5,0.0
151,도봉구,쌍문제2동,0.0625,0.0,0.0,0.0,0.0625,3.125,0.0,1.25,0.375,9.625,0.875,1.0,4.125,0.5,3.875,0.25,2.5,0.0
152,도봉구,쌍문제3동,0.0625,0.0,0.0,0.0,0.0625,3.125,0.0,1.25,0.375,9.625,0.875,1.0,4.125,0.5,3.875,0.25,2.5,0.0
153,도봉구,쌍문제4동,0.0625,0.0,0.0,0.0,0.0625,3.125,0.0,1.25,0.375,9.625,0.875,1.0,4.125,0.5,3.875,0.25,2.5,0.0
154,도봉구,방학제1동,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,10.0,0.2222222222222222,2.111111111111111,1.1111111111111112,11.444444444444445,1.5555555555555556,2.3333333333333335,7.333333333333333,0.8888888888888888,8.0,0.5555555555555556,4.555555555555555,0.0
155,도봉구,방학제2동,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,10.0,0.2222222222222222,2.111111111111111,1.1111111111111112,11.444444444444445,1.5555555555555556,2.3333333333333335,7.333333333333333,0.8888888888888888,8.0,0.5555555555555556,4.555555555555555,0.0
156,도봉구,방학제3동,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,10.0,0.2222222222222222,2.111111111111111,1.1111111111111112,11.444444444444445,1.5555555555555556,2.3333333333333335,7.333333333333333,0.8888888888888888,8.0,0.5555555555555556,4.555555555555555,0.0
157,노원구,월계1동,0.2222222222222222,0.4444444444444444,0.0,0.2222222222222222,0.0,10.0,0.4444444444444444,1.222222222222222,0.7777777777777778,9.0,1.1111111111111112,2.3333333333333335,6.222222222222222,1.0,14.888888888888888,0.8888888888888888,3.111111111111111,0.0
158,노원구,월계2동,0.2222222222222222,0.4444444444444444,0.0,0.2222222222222222,0.0,10.0,0.4444444444444444,1.222222222222222,0.7777777777777778,9.0,1.1111111111111112,2.3333333333333335,6.222222222222222,1.0,14.888888888888888,0.8888888888888888,3.111111111111111,0.0
159,노원구,월계3동,0.2222222222222222,0.4444444444444444,0.0,0.2222222222222222,0.0,10.0,0.4444444444444444,1.222222222222222,0.7777777777777778,9.0,1.1111111111111112,2.3333333333333335,6.222222222222222,1.0,14.888888888888888,0.8888888888888888,3.111111111111111,0.0
160,노원구,공릉1동,0.75,0.75,0.0,0.75,0.25,27.5,0.25,5.0,2.75,34.5,4.0,5.75,31.0,2.25,22.5,4.5,12.25,0.0
161,노원구,공릉2동,0.75,0.75,0.0,0.75,0.25,27.5,0.25,5.0,2.75,34.5,4.0,5.75,31.0,2.25,22.5,4.5,12.25,0.0
162,노원구,하계1동,0.25,0.0,0.0,0.0,0.25,5.0,0.0,0.75,1.5,18.0,0.0,1.75,9.25,1.0,11.25,1.5,2.25,0.0
163,노원구,하계2동,0.25,0.0,0.0,0.0,0.25,5.0,0.0,0.75,1.5,18.0,0.0,1.75,9.25,1.0,11.25,1.5,2.25,0.0
164,노원구,중계본동,0.0625,0.0625,0.0,0.0,0.0625,1.875,0.375,1.125,1.0625,32.625,1.25,1.5,6.75,0.75,7.0625,0.4375,1.75,0.0625
165,노원구,중계1동,0.0625,0.0625,0.0,0.0,0.0625,1.875,0.375,1.125,1.0625,32.625,1.25,1.5,6.75,0.75,7.0625,0.4375,1.75,0.0625
166,노원구,중계4동,0.0625,0.0625,0.0,0.0,0.0625,1.875,0.375,1.125,1.0625,32.625,1.25,1.5,6.75,0.75,7.0625,0.4375,1.75,0.0625
167,노원구,중계2.3동,0.0625,0.0625,0.0,0.0,0.0625,1.875,0.375,1.125,1.0625,32.625,1.25,1.5,6.75,0.75,7.0625,0.4375,1.75,0.0625
168,노원구,상계1동,0.09375,0.09375,0.015625,0.0625,0.03125,2.96875,0.046875,0.75,0.328125,6.5,0.625,0.671875,3.546875,0.4375,5.171875,0.546875,1.34375,0.015625
169,노원구,상계2동,0.09375,0.09375,0.015625,0.0625,0.03125,2.96875,0.046875,0.75,0.328125,6.5,0.625,0.671875,3.546875,0.4375,5.171875,0.546875,1.34375,0.015625
170,노원구,상계3.4동,0.09375,0.09375,0.015625,0.0625,0.03125,2.96875,0.046875,0.75,0.328125,6.5,0.625,0.671875,3.546875,0.4375,5.171875,0.546875,1.34375,0.015625
171,노원구,상계5동,0.09375,0.09375,0.015625,0.0625,0.03125,2.96875,0.046875,0.75,0.328125,6.5,0.625,0.671875,3.546875,0.4375,5.171875,0.546875,1.34375,0.015625
172,노원구,상계6.7동,0.09375,0.09375,0.015625,0.0625,0.03125,2.96875,0.046875,0.75,0.328125,6.5,0.625,0.671875,3.546875,0.4375,5.171875,0.546875,1.34375,0.015625
173,노원구,상계8동,0.09375,0.09375,0.015625,0.0625,0.03125,2.96875,0.046875,0.75,0.328125,6.5,0.625,0.671875,3.546875,0.4375,5.171875,0.546875,1.34375,0.015625
174,노원구,상계9동,0.09375,0.09375,0.015625,0.0625,0.03125,2.96875,0.046875,0.75,0.328125,6.5,0.625,0.671875,3.546875,0.4375,5.171875,0.546875,1.34375,0.015625
175,노원구,상계10동,0.09375,0.09375,0.015625,0.0625,0.03125,2.96875,0.046875,0.75,0.328125,6.5,0.625,0.671875,3.546875,0.4375,5.171875,0.546875,1.34375,0.015625
176,은평구,녹번동,2.0,1.0,0.0,1.0,0.0,30.0,0.0,4.0,5.0,64.0,6.0,10.0,31.0,8.0,183.0,26.0,18.0,0.0
177,은평구,불광제1동,0.0,0.25,0.0,0.5,0.0,17.5,0.0,3.25,1.75,28.25,2.5,5.25,9.5,3.75,41.5,16.25,5.25,0.0
178,은평구,불광제2동,0.0,0.25,0.0,0.5,0.0,17.5,0.0,3.25,1.75,28.25,2.5,5.25,9.5,3.75,41.5,16.25,5.25,0.0
179,은평구,갈현제1동,0.5,0.25,0.0,0.75,0.0,15.0,0.25,3.75,2.0,38.5,2.5,1.25,12.75,1.0,43.5,14.0,6.25,0.0
180,은평구,갈현제2동,0.5,0.25,0.0,0.75,0.0,15.0,0.25,3.75,2.0,38.5,2.5,1.25,12.75,1.0,43.5,14.0,6.25,0.0
181,은평구,구산동,0.0,0.0,0.0,1.0,1.0,40.0,0.0,3.0,3.0,72.0,2.0,1.0,24.0,5.0,95.0,32.0,10.0,0.0
182,은평구,대조동,2.0,1.0,0.0,1.0,0.0,10.0,0.0,12.0,2.0,55.0,10.0,3.0,36.0,4.0,68.0,62.0,19.0,0.0
183,은평구,응암제1동,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,15.555555555555555,0.4444444444444444,3.0,0.6666666666666666,19.22222222222222,2.0,2.3333333333333335,8.11111111111111,1.4444444444444444,26.666666666666668,17.444444444444446,2.888888888888889,0.0
184,은평구,응암제2동,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,15.555555555555555,0.4444444444444444,3.0,0.6666666666666666,19.22222222222222,2.0,2.3333333333333335,8.11111111111111,1.4444444444444444,26.666666666666668,17.444444444444446,2.888888888888889,0.0
185,은평구,응암제3동,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,15.555555555555555,0.4444444444444444,3.0,0.6666666666666666,19.22222222222222,2.0,2.3333333333333335,8.11111111111111,1.4444444444444444,26.666666666666668,17.444444444444446,2.888888888888889,0.0
186,은평구,역촌동,0.0,0.0,0.0,1.0,0.0,30.0,0.0,14.0,4.0,116.0,6.0,9.0,37.0,6.0,99.0,28.0,14.0,0.0
187,은평구,신사제1동,0.25,0.0,0.0,0.5,0.0,12.5,0.0,1.5,0.25,23.75,1.5,1.25,5.5,1.75,31.0,7.25,4.25,0.0
188,은평구,신사제2동,0.25,0.0,0.0,0.5,0.0,12.5,0.0,1.5,0.25,23.75,1.5,1.25,5.5,1.75,31.0,7.25,4.25,0.0
189,은평구,증산동,1.0,0.0,0.0,1.0,0.0,20.0,0.0,3.0,5.0,42.0,6.0,3.0,10.0,5.0,62.0,18.0,5.0,0.0
190,은평구,수색동,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,8.0,0.0,3.0,8.0,1.0,24.0,13.0,3.0,0.0
191,은평구,진관동,0.0,2.0,0.0,0.0,0.0,170.0,2.0,7.0,4.0,177.0,12.0,33.0,54.0,12.0,34.0,37.0,13.0,0.0
192,서대문구,천연동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,47.0,4.0,4.0,13.0,5.0,13.0,5.0,4.0,0.0
193,서대문구,북아현동,0.0,0.25,0.0,0.5,0.0,17.5,0.0,0.25,0.0,11.25,1.5,0.75,5.75,1.0,7.25,0.0,3.5,0.0
194,서대문구,충현동,0.0,3.25,0.0,0.5,0.0,17.5,0.0,3.25,4.0,18.25,1.5,9.75,48.75,8.0,23.25,0.0,16.5,0.0
195,서대문구,신촌동,2.0,11.0,0.0,1.0,1.0,0.0,2.0,11.0,0.0,71.0,0.0,16.0,157.0,20.0,59.0,4.0,41.0,1.0
196,서대문구,연희동,0.0,2.0,0.0,1.0,0.0,10.0,0.0,11.0,1.0,64.0,8.0,13.0,91.0,4.0,55.0,4.0,27.0,0.0
197,서대문구,홍제제1동,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,6.666666666666667,0.0,1.1111111111111112,0.4444444444444444,14.555555555555555,0.6666666666666666,0.6666666666666666,4.444444444444445,0.8888888888888888,8.333333333333334,3.4444444444444446,3.222222222222222,0.0
198,서대문구,홍제제3동,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,6.666666666666667,0.0,1.1111111111111112,0.4444444444444444,14.555555555555555,0.6666666666666666,0.6666666666666666,4.444444444444445,0.8888888888888888,8.333333333333334,3.4444444444444446,3.222222222222222,0.0
199,서대문구,홍제제2동,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,6.666666666666667,0.0,1.1111111111111112,0.4444444444444444,14.555555555555555,0.6666666666666666,0.6666666666666666,4.444444444444445,0.8888888888888888,8.333333333333334,3.4444444444444446,3.222222222222222,0.0
200,서대문구,홍은제1동,0.0,0.0,0.0,0.75,0.0,15.0,0.0,1.5,1.5,26.75,1.0,2.75,10.75,2.0,16.5,1.25,8.75,0.0
201,서대문구,홍은제2동,0.0,0.0,0.0,0.75,0.0,15.0,0.0,1.5,1.5,26.75,1.0,2.75,10.75,2.0,16.5,1.25,8.75,0.0
202,서대문구,남가좌제1동,0.0,0.5,0.0,1.0,0.25,22.5,0.25,2.0,0.25,23.5,2.5,3.5,14.0,2.5,8.5,2.75,6.0,0.0
203,서대문구,남가좌제2동,0.0,0.5,0.0,1.0,0.25,22.5,0.25,2.0,0.25,23.5,2.5,3.5,14.0,2.5,8.5,2.75,6.0,0.0
204,서대문구,북가좌제1동,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2.5,0.0,32.0,2.5,3.5,9.75,1.5,12.25,3.5,6.0,0.0
205,서대문구,북가좌제2동,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2.5,0.0,32.0,2.5,3.5,9.75,1.5,12.25,3.5,6.0,0.0
206,마포구,아현동,0.5,0.8611111111111112,0.0,0.0,0.0,21.111111111111114,0.5,2.9444444444444446,1.1666666666666667,29.638888888888893,3.0555555555555554,1.3888888888888888,11.88888888888889,1.972222222222222,28.27777777777778,2.861111111111111,3.9722222222222223,0.0
207,마포구,공덕동,0.5,2.1944444444444446,0.0,0.1111111111111111,0.0,18.88888888888889,0.5,6.722222222222222,2.722222222222222,43.083333333333336,4.833333333333334,2.611111111111111,24.555555555555554,6.416666666666667,36.27777777777778,8.527777777777779,6.972222222222222,0.0
208,마포구,도화동,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,2.2222222222222223,0.0,1.222222222222222,1.1666666666666665,7.027777777777778,0.4444444444444444,0.5833333333333333,5.694444444444444,1.7777777777777777,8.805555555555557,1.5833333333333333,2.2222222222222223,0.0
209,마포구,용강동,0.1111111111111111,1.4444444444444444,0.0,0.2222222222222222,0.0,27.77777777777778,0.0,6.111111111111112,5.5,42.583333333333336,3.3333333333333335,3.2500000000000004,19.47222222222222,3.3333333333333335,54.80555555555556,4.583333333333333,9.888888888888888,0.0
210,마포구,대흥동,0.3611111111111111,0.6111111111111112,0.0,0.6111111111111112,0.0,3.611111111111111,0.0,2.9444444444444446,0.7222222222222222,31.22222222222222,2.2222222222222223,3.5555555555555554,15.75,2.4722222222222223,19.694444444444443,1.3333333333333333,4.944444444444445,0.0
211,마포구,염리동,0.0,0.1111111111111111,0.0,0.0,0.0,11.11111111111111,0.0,1.4444444444444444,0.6666666666666667,12.88888888888889,1.5555555555555554,0.8888888888888888,6.888888888888889,1.222222222222222,13.777777777777779,1.1111111111111112,2.2222222222222223,0.0
212,마포구,신수동,0.1111111111111111,0.3611111111111111,0.0,0.3611111111111111,0.0,6.111111111111111,0.0,3.4444444444444446,1.7222222222222223,42.47222222222222,2.7222222222222223,4.055555555555555,13.0,3.4722222222222223,31.694444444444443,1.0833333333333333,6.194444444444445,0.0
213,마포구,서강동,0.0,2.0,0.0,0.0,0.0,32.5,0.0,9.25,5.0,76.0,4.0,5.0,42.0,6.0,62.0,4.0,14.0,0.0
214,마포구,서교동,0.25,8.25,0.0,3.25,1.0,10.0,1.0,37.75,4.0,202.75,17.5,10.5,248.75,23.0,119.0,7.25,48.75,0.0
215,마포구,합정동,0.0,2.0,0.0,0.0,0.0,20.0,0.0,11.0,1.0,30.0,4.0,7.0,67.0,5.0,58.0,13.0,12.0,0.0
216,마포구,망원제1동,0.0,0.25,1.25,0.25,0.25,7.5,0.25,2.25,0.25,19.0,2.5,1.75,20.75,3.25,23.0,2.5,5.5,0.0
217,마포구,망원제2동,0.0,0.25,1.25,0.25,0.25,7.5,0.25,2.25,0.25,19.0,2.5,1.75,20.75,3.25,23.0,2.5,5.5,0.0
218,마포구,연남동,0.0,0.0,0.0,2.0,0.0,10.0,0.0,4.0,0.0,18.0,0.0,3.0,90.0,3.0,58.0,3.0,15.0,0.0
219,마포구,성산제1동,0.0,0.0,0.25,0.5,0.0,5.0,1.0,2.25,1.75,24.5,2.5,3.75,11.5,4.0,28.5,1.5,6.25,0.0
220,마포구,성산제2동,0.0,0.0,0.25,0.5,0.0,5.0,1.0,3.25,1.75,54.5,2.5,3.75,15.5,5.0,46.5,3.5,9.25,0.0
221,마포구,상암동,0.0,5.0,3.0,1.0,1.0,110.0,0.0,17.0,6.0,105.0,8.0,28.0,100.0,21.0,58.0,9.0,20.0,0.0
222,양천구,목1동,0.08,0.4,0.04,0.16,0.04,3.2,0.2,2.6399999999999997,1.0,42.08,1.6800000000000002,1.8,7.32,1.04,6.92,7.12,2.6,0.08
223,양천구,목2동,0.08,0.4,0.04,0.16,0.04,3.2,0.2,2.6399999999999997,1.0,42.08,1.6800000000000002,1.8,7.32,1.04,6.92,7.12,2.6,0.08
224,양천구,목3동,0.08,0.4,0.04,0.16,0.04,3.2,0.2,2.6399999999999997,1.0,42.08,1.6800000000000002,1.8,7.32,1.04,6.92,7.12,2.6,0.08
225,양천구,목4동,0.08,0.4,0.04,0.16,0.04,3.2,0.2,2.6399999999999997,1.0,42.08,1.6800000000000002,1.8,7.32,1.04,6.92,7.12,2.6,0.08
226,양천구,목5동,0.08,0.4,0.04,0.16,0.04,3.2,0.2,2.6399999999999997,1.0,42.08,1.6800000000000002,1.8,7.32,1.04,6.92,7.12,2.6,0.08
227,양천구,신월1동,0.0,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.04081632653061224,2.0408163265306123,0.04081632653061224,0.2653061224489796,0.24489795918367346,4.816326530612245,0.4897959183673469,0.5918367346938777,1.836734693877551,0.32653061224489793,3.7551020408163263,2.5510204081632653,1.3061224489795917,0.0
228,양천구,신월2동,0.0,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.04081632653061224,2.0408163265306123,0.04081632653061224,0.2653061224489796,0.24489795918367346,4.816326530612245,0.4897959183673469,0.5918367346938777,1.836734693877551,0.32653061224489793,3.7551020408163263,2.5510204081632653,1.3061224489795917,0.0
229,양천구,신월3동,0.0,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.04081632653061224,2.0408163265306123,0.04081632653061224,0.2653061224489796,0.24489795918367346,4.816326530612245,0.4897959183673469,0.5918367346938777,1.836734693877551,0.32653061224489793,3.7551020408163263,2.5510204081632653,1.3061224489795917,0.0
230,양천구,신월4동,0.0,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.04081632653061224,2.0408163265306123,0.04081632653061224,0.2653061224489796,0.24489795918367346,4.816326530612245,0.4897959183673469,0.5918367346938777,1.836734693877551,0.32653061224489793,3.7551020408163263,2.5510204081632653,1.3061224489795917,0.0
231,양천구,신월5동,0.0,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.04081632653061224,2.0408163265306123,0.04081632653061224,0.2653061224489796,0.24489795918367346,4.816326530612245,0.4897959183673469,0.5918367346938777,1.836734693877551,0.32653061224489793,3.7551020408163263,2.5510204081632653,1.3061224489795917,0.0
232,양천구,신월6동,0.0,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.04081632653061224,2.0408163265306123,0.04081632653061224,0.2653061224489796,0.24489795918367346,4.816326530612245,0.4897959183673469,0.5918367346938777,1.836734693877551,0.32653061224489793,3.7551020408163263,2.5510204081632653,1.3061224489795917,0.0
233,양천구,신월7동,0.0,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.04081632653061224,2.0408163265306123,0.04081632653061224,0.2653061224489796,0.24489795918367346,4.816326530612245,0.4897959183673469,0.5918367346938777,1.836734693877551,0.32653061224489793,3.7551020408163263,2.5510204081632653,1.3061224489795917,0.0
234,양천구,신정1동,0.08333333333333333,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.027777777777777776,6.111111111111111,0.1111111111111111,1.361111111111111,0.75,24.0,0.8888888888888888,1.222222222222222,4.416666666666667,0.7222222222222222,4.305555555555555,2.3333333333333335,2.0,0.0
235,양천구,신정2동,0.08333333333333333,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.027777777777777776,6.111111111111111,0.1111111111111111,1.361111111111111,0.75,24.0,0.8888888888888888,1.222222222222222,4.416666666666667,0.7222222222222222,4.305555555555555,2.3333333333333335,2.0,0.0
236,양천구,신정3동,0.08333333333333333,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.027777777777777776,6.111111111111111,0.1111111111111111,1.361111111111111,0.75,24.0,0.8888888888888888,1.222222222222222,4.416666666666667,0.7222222222222222,4.305555555555555,2.3333333333333335,2.0,0.0
237,양천구,신정4동,0.08333333333333333,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.027777777777777776,6.111111111111111,0.1111111111111111,1.361111111111111,0.75,24.0,0.8888888888888888,1.222222222222222,4.416666666666667,0.7222222222222222,4.305555555555555,2.3333333333333335,2.0,0.0
238,양천구,신정6동,0.08333333333333333,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.027777777777777776,6.111111111111111,0.1111111111111111,1.361111111111111,0.75,24.0,0.8888888888888888,1.222222222222222,4.416666666666667,0.7222222222222222,4.305555555555555,2.3333333333333335,2.0,0.0
239,양천구,신정7동,0.08333333333333333,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.027777777777777776,6.111111111111111,0.1111111111111111,1.361111111111111,0.75,24.0,0.8888888888888888,1.222222222222222,4.416666666666667,0.7222222222222222,4.305555555555555,2.3333333333333335,2.0,0.0
240,강서구,염창동,0.0,2.0,0.0,0.0,1.0,41.25,4.0625,16.25,8.3125,134.5625,6.375,12.25,53.875,3.6875,28.0,40.375,15.125,0.0
241,강서구,등촌제1동,0.1111111111111111,0.5555555555555556,0.0,0.0,0.1111111111111111,7.777777777777778,0.2222222222222222,4.111111111111112,2.111111111111111,20.77777777777778,1.1111111111111112,2.3333333333333335,15.555555555555555,1.6666666666666667,9.0,8.777777777777777,4.888888888888888,0.0
242,강서구,등촌제2동,0.1111111111111111,0.5555555555555556,0.0,0.0,0.1111111111111111,7.777777777777778,0.2222222222222222,4.111111111111112,2.111111111111111,20.77777777777778,1.1111111111111112,2.3333333333333335,15.555555555555555,1.6666666666666667,9.0,8.777777777777777,4.888888888888888,0.0
243,강서구,등촌제3동,0.1111111111111111,0.5555555555555556,0.0,0.0,0.1111111111111111,7.777777777777778,0.2222222222222222,4.111111111111112,2.111111111111111,20.77777777777778,1.1111111111111112,2.3333333333333335,15.555555555555555,1.6666666666666667,9.0,8.777777777777777,4.888888888888888,0.0
244,강서구,화곡제1동,0.015625,0.09375,0.0,0.140625,0.015625,2.5,0.078125,0.875,0.25,5.328125,0.5625,0.4375,4.109375,0.59375,5.015625,2.734375,1.625,0.0
245,강서구,화곡제2동,0.015625,0.09375,0.0,0.140625,0.015625,2.5,0.078125,0.875,0.25,5.328125,0.5625,0.4375,4.109375,0.59375,5.015625,2.734375,1.625,0.0
246,강서구,화곡제3동,0.015625,0.09375,0.0,0.140625,0.015625,2.5,0.078125,0.875,0.25,5.328125,0.5625,0.4375,4.109375,0.59375,5.015625,2.734375,1.625,0.0
247,강서구,화곡제4동,0.015625,0.09375,0.0,0.140625,0.015625,2.5,0.078125,0.875,0.25,5.328125,0.5625,0.4375,4.109375,0.59375,5.015625,2.734375,1.625,0.0
248,강서구,화곡본동,0.015625,0.09375,0.0,0.140625,0.015625,2.5,0.078125,0.875,0.25,5.328125,0.5625,0.4375,4.109375,0.59375,5.015625,2.734375,1.625,0.0
249,강서구,화곡제6동,0.015625,0.09375,0.0,0.140625,0.015625,2.5,0.078125,0.875,0.25,5.328125,0.5625,0.4375,4.109375,0.59375,5.015625,2.734375,1.625,0.0
250,강서구,화곡제8동,0.015625,0.09375,0.0,0.140625,0.015625,2.5,0.078125,0.875,0.25,5.328125,0.5625,0.4375,4.109375,0.59375,5.015625,2.734375,1.625,0.0
251,강서구,가양제1동,0.0625,0.4375,0.125,0.0,0.0,13.125,0.1875,5.0,0.8125,16.5,1.125,5.1875,21.3125,1.3125,8.4375,8.625,4.25,0.0
252,강서구,가양제2동,0.0,0.0,0.0,0.0,0.0,1.25,0.0625,1.25,0.3125,2.5625,0.375,1.25,2.875,0.6875,2.0,2.375,1.125,0.0
253,강서구,가양제3동,0.0,0.0,0.0,0.0,0.0,1.25,0.0625,1.25,0.3125,2.5625,0.375,1.25,2.875,0.6875,2.0,2.375,1.125,0.0
254,강서구,발산제1동,0.0625,0.9375,0.125,0.5,0.0,14.375,0.625,7.75,2.0,87.9375,3.75,10.1875,39.4375,3.875,19.9375,21.5,9.375,0.0
255,강서구,우장산동,0.015625,0.59375,0.0,0.640625,0.015625,5.0,0.578125,4.875,1.75,78.328125,3.5625,3.6875,21.109375,1.84375,16.515625,17.984375,5.875,0.0
256,강서구,공항동,0.75,0.5625,0.125,0.3125,0.25,15.0,0.5625,5.6875,1.75,25.1875,2.0,7.0,37.625,3.8125,18.125,15.8125,11.125,0.0
257,강서구,방화제1동,0.75,0.5625,0.125,0.3125,0.25,15.0,0.5625,5.6875,1.75,25.1875,2.0,7.0,34.625,2.8125,18.125,14.8125,11.125,0.0
258,강서구,방화제2동,1.4375,0.125,0.0,0.0625,0.0,3.125,0.4375,0.9375,0.5,6.75,0.75,5.0625,9.9375,1.9375,21.4375,3.3125,2.25,0.0
259,강서구,방화제3동,0.4375,0.125,0.0,0.0625,0.0,3.125,0.4375,0.9375,0.5,6.75,0.75,1.0625,6.9375,0.9375,6.4375,3.3125,2.25,0.0
260,구로구,신도림동,2.0,3.0,1.0,0.0,1.0,40.0,2.0,8.0,7.0,102.0,10.0,9.0,49.0,5.0,78.0,61.0,17.0,1.0
261,구로구,구로제1동,0.16,0.27999999999999997,0.0,0.24,0.04,4.0,0.08,1.56,0.8,7.08,0.5599999999999999,1.48,8.92,1.56,29.360000000000003,10.24,3.72,0.04
262,구로구,구로제2동,0.16,0.27999999999999997,0.0,0.24,0.04,4.0,0.08,1.56,0.8,7.08,0.5599999999999999,1.48,8.92,1.56,29.360000000000003,10.24,3.72,0.04
