,GU,DONG_CODE,DONG,SUBWAY_NUM,STARBUCKS_NUM,SAFE_DLVR_NUM,MC_NUM,KINDER_NUM,KIDS_NUM,GYM_NUM,GOLF_NUM,ACADEMY_NUM,ANIMAL_HSPT_NUM,BIKE_NUM,CAFE,CAR_SHR_NUM,CCTV_NUM,CHILD_MED_NUM,CON_NUM,DPTM_NUM
273,성북구,1129013700,상월곡동,1,0,0,0,10,0,1,3,16,1,0,12,1,0,1,5,0
274,성북구,1129013800,장위동,0,1,2,0,70,0,5,1,63,1,0,41,1,0,3,25,0
275,성북구,1129013900,석관동,0,0,1,0,50,2,6,2,47,1,0,30,3,0,3,11,0
276,강북구,1130510100,미아동,4,3,2,2,170,5,22,3,252,1,0,109,24,0,47,51,0
277,강북구,1130510200,번동,1,1,2,2,30,1,7,6,65,1,0,36,4,0,13,26,0
278,강북구,1130510300,수유동,0,0,4,0,40,3,16,4,116,1,0,95,10,0,17,51,0
279,강북구,1130510400,우이동,1,0,1,0,0,0,0,0,6,1,0,10,1,0,1,7,0
280,도봉구,1132010700,창동,2,2,7,0,130,3,31,12,205,1,0,111,8,0,12,47,0
281,도봉구,1132010800,도봉동,1,0,2,1,60,0,7,7,30,1,0,43,3,0,2,28,0
282,도봉구,1132010500,쌍문동,1,0,0,1,50,0,20,6,154,1,0,66,8,0,4,40,0
283,도봉구,1132010600,방학동,1,1,2,0,90,2,19,10,103,1,0,66,8,0,5,41,0
284,노원구,1135010200,월계동,2,4,2,0,90,4,11,7,81,1,0,56,9,0,8,28,0
285,노원구,1135010300,공릉동,3,3,3,1,110,1,20,11,138,1,0,124,9,0,18,49,0
286,노원구,1135010400,하계동,1,0,0,1,20,0,3,6,72,1,0,37,4,0,6,9,0
287,노원구,1135010600,중계동,1,1,0,1,30,6,18,17,522,1,0,108,12,0,7,28,1
288,노원구,1135010500,상계동,6,6,4,2,190,3,48,21,416,1,0,227,28,0,35,86,1
289,은평구,1138010200,녹번동,2,1,1,0,30,0,4,5,64,1,0,31,8,0,26,18,0
290,은평구,1138010300,불광동,0,1,2,0,70,0,13,7,113,1,0,38,15,0,65,21,0
291,은평구,1138010400,갈현동,2,1,3,0,60,1,15,8,154,1,0,51,4,0,56,25,0
292,은평구,1138010500,구산동,0,0,1,1,40,0,3,3,72,1,0,24,5,0,32,10,0
293,은평구,1138010600,대조동,2,1,1,0,10,0,12,2,55,1,0,36,4,0,62,19,0
294,은평구,1138010700,응암동,0,2,1,1,140,4,27,6,173,1,0,73,13,0,157,26,0
295,은평구,1138010800,역촌동,0,0,1,0,30,0,14,4,116,1,0,37,6,0,28,14,0
296,은평구,1138010900,신사동,1,0,2,0,50,0,6,1,95,1,0,22,7,0,29,17,0
297,은평구,1138011000,증산동,1,0,1,0,20,0,3,5,42,1,0,10,5,0,18,5,0
298,은평구,1138010100,수색동,1,1,0,0,20,0,0,0,8,1,0,8,1,0,13,3,0
299,은평구,1138011400,진관동,0,2,0,0,170,2,7,4,177,1,0,54,12,0,37,13,0
300,서대문구,1141010500,냉천동,0,0,0,0,0,0,0,0,11,1,0,8,3,0,2,1,0
301,서대문구,1141010600,천연동,0,0,0,0,0,0,0,0,11,1,0,2,0,0,0,1,0
302,서대문구,1141010700,옥천동,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0
303,서대문구,1141010800,영천동,0,0,0,0,0,0,2,1,8,1,0,0,2,0,2,0,0
304,서대문구,1141010900,현저동,0,0,0,0,0,0,1,1,15,1,0,2,0,0,0,2,0
305,서대문구,1141011000,북아현동,0,1,2,0,70,0,1,0,45,1,0,23,4,0,0,14,0
306,서대문구,1141010100,충정로2가,0,1,0,0,0,0,1,1,5,1,0,11,2,0,0,4,0
307,서대문구,1141010200,충정로3가,0,2,0,0,0,0,1,1,1,1,0,19,4,0,0,5,0
308,서대문구,1141010300,합동,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,2,0
309,서대문구,1141010400,미근동,0,0,0,0,0,0,1,1,0,1,0,9,1,0,0,2,0
310,서대문구,1141011200,대현동,0,2,0,0,0,0,3,0,19,1,0,68,3,0,0,11,0
311,서대문구,1141011300,대신동,0,1,0,0,0,0,1,0,7,1,0,5,0,0,2,5,0
312,서대문구,1141011400,신촌동,0,2,0,0,0,0,0,0,0,1,0,19,4,0,1,3,0
313,서대문구,1141011500,봉원동,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
314,서대문구,1141011600,창천동,2,6,0,1,0,2,7,0,45,1,0,65,13,0,1,22,1
315,서대문구,1141011700,연희동,0,2,1,0,10,0,11,1,64,1,0,91,4,0,4,27,0
316,서대문구,1141011100,홍제동,2,1,2,1,60,0,10,4,131,1,0,40,8,0,31,29,0
317,서대문구,1141011800,홍은동,0,0,3,0,60,0,6,6,107,1,0,43,8,0,5,35,0
318,서대문구,1141012000,남가좌동,0,2,4,1,90,1,8,1,94,1,0,56,10,0,11,24,0
319,서대문구,1141011900,북가좌동,0,1,0,0,0,1,10,0,128,1,0,39,6,0,14,24,0
320,마포구,1144010100,아현동,2,3,0,0,40,2,6,2,67,1,0,20,3,0,7,7,0
321,마포구,1144010200,공덕동,0,1,0,0,60,0,9,5,41,1,0,37,8,0,4,9,0
322,마포구,1144010900,염리동,0,0,0,0,40,0,4,1,75,1,0,25,3,0,6,11,0
323,마포구,1144010300,신공덕동,0,1,0,0,0,0,3,1,15,1,0,10,4,0,5,3,0
324,마포구,1144010400,도화동,0,3,1,0,20,0,11,6,61,1,0,49,7,0,12,11,0
325,마포구,1144010700,마포동,0,0,0,0,0,0,0,2,1,1,0,1,4,0,1,4,0
326,마포구,1144010500,용강동,0,1,0,0,20,0,4,4,15,1,0,9,1,0,2,6,0
327,마포구,1144010600,토정동,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
328,마포구,1144010800,대흥동,1,1,1,0,10,0,4,2,101,1,0,18,2,0,3,4,0
329,마포구,1144011000,노고산동,1,1,1,0,0,0,7,0,43,1,0,23,4,0,1,7,0
330,마포구,1144011100,신수동,0,1,1,0,10,0,3,2,37,1,0,32,5,0,3,11,0
331,마포구,1144011200,현석동,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,2,0
332,마포구,1144011300,구수동,0,0,0,0,0,0,2,1,13,1,0,3,1,0,0,1,0
333,마포구,1144011700,신정동,0,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0
334,마포구,1144011400,창전동,0,1,0,0,20,0,6,2,63,1,0,13,2,0,4,4,0
335,마포구,1144011500,상수동,0,1,0,0,10,0,3,2,10,1,0,27,4,0,0,9,0
336,마포구,1144011600,하중동,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
337,마포구,1144011800,당인동,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,1,0
338,마포구,1144012000,서교동,0,4,2,1,10,1,28,3,142,1,0,177,12,0,6,33,0
339,마포구,1144012100,동교동,0,4,1,0,0,0,8,1,50,1,0,66,10,0,1,14,0
340,마포구,1144012200,합정동,0,2,0,0,20,0,11,1,30,1,0,67,5,0,13,12,0
341,마포구,1144012300,망원동,0,1,1,1,30,1,9,1,76,1,0,83,13,0,10,22,0
342,마포구,1144012400,연남동,0,0,2,0,10,0,4,0,18,1,0,90,3,0,3,15,0
343,마포구,1144012500,성산동,0,0,2,0,20,4,9,7,98,1,0,46,16,0,6,25,0
344,마포구,1144012600,중동,0,0,0,0,0,0,1,0,30,1,0,4,1,0,2,3,0
345,마포구,1144012700,상암동,0,5,1,1,110,0,17,6,105,1,0,100,21,0,9,20,0
346,양천구,1147010200,목동,2,10,4,1,80,5,66,25,1052,1,0,183,26,0,178,65,2
347,양천구,1147010300,신월동,0,2,5,2,100,2,13,12,236,1,0,90,16,0,125,64,0
348,양천구,1147010100,신정동,3,4,2,1,220,4,49,27,864,1,0,159,26,0,84,72,0
349,강서구,1150010100,염창동,0,2,0,1,40,4,15,8,132,1,0,51,3,0,38,14,0
350,강서구,1150010400,가양동,0,0,0,0,20,1,20,5,41,1,0,46,11,0,38,18,0
351,강서구,1150010200,등촌동,1,5,0,1,70,2,37,19,187,1,0,140,15,0,79,44,0
352,강서구,1150010300,화곡동,1,6,9,1,160,5,56,16,341,1,0,263,38,0,175,104,0
353,강서구,1150010500,마곡동,1,7,0,0,190,2,60,8,223,1,0,295,10,0,100,50,0
354,강서구,1150010600,내발산동,0,2,2,0,10,2,16,6,292,1,0,68,5,0,61,17,0
355,강서구,1150010700,외발산동,0,0,0,0,0,0,0,0,1,1,0,4,2,0,0,2,0
356,강서구,1150010800,공항동,1,0,1,1,0,0,4,3,18,1,0,37,5,0,21,23,0
357,강서구,1150010900,방화동,7,2,1,0,50,7,15,8,108,1,0,111,15,0,53,36,0
358,강서구,1150011100,과해동,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0
359,강서구,1150011200,오곡동,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
360,강서구,1150011300,오쇠동,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
361,강서구,1150011000,개화동,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0
362,구로구,1153010100,신도림동,2,3,0,1,40,2,8,7,102,1,0,49,5,0,61,17,1
363,구로구,1153010200,구로동,4,7,6,1,100,2,39,20,177,1,0,223,39,0,256,93,1
364,구로구,1153010300,가리봉동,0,0,1,0,0,0,1,0,3,1,0,9,2,0,11,7,0
365,구로구,1153010600,고척동,0,1,2,1,100,3,13,14,93,1,0,47,7,0,85,33,0
366,구로구,1153010700,개봉동,1,0,1,0,110,2,15,5,128,1,0,71,9,0,132,35,0
367,구로구,1153010800,오류동,0,2,1,0,20,0,10,2,59,1,0,39,8,0,77,27,0
368,구로구,1153011100,천왕동,0,0,0,0,10,0,2,0,44,1,0,10,3,0,20,3,0
369,구로구,1153010900,궁동,0,0,1,0,0,1,0,1,19,1,0,10,1,0,10,9,0
370,구로구,1153011000,온수동,0,0,1,0,0,0,2,0,11,1,0,11,2,0,7,8,0
371,구로구,1153011200,항동,0,0,0,0,100,0,4,0,34,1,0,16,0,0,4,11,0
372,금천구,1154510100,가산동,3,9,1,4,10,4,24,13,36,1,0,212,19,0,19,85,0
373,금천구,1154510200,독산동,0,1,5,0,160,3,21,14,129,1,0,122,21,0,44,73,0
374,금천구,1154510300,시흥동,1,2,4,1,100,0,23,6,158,1,0,88,16,0,63,51,0
375,영등포구,1156010100,영등포동,1,0,2,0,20,1,2,2,24,1,0,27,2,0,16,8,1
376,영등포구,1156013200,신길동,3,1,5,1,160,0,27,10,189,1,0,97,14,0,124,62,0
377,영등포구,1156010200,영등포동1가,0,1,0,0,0,0,1,0,5,1,0,3,1,0,0,3,0
378,영등포구,1156010300,영등포동2가,0,0,0,0,0,0,1,0,2,1,0,23,0,0,1,7,0
379,영등포구,1156010400,영등포동3가,0,1,0,1,0,0,0,0,11,1,0,19,1,0,19,7,0
380,영등포구,1156010500,영등포동4가,0,4,0,0,0,2,2,0,8,1,0,44,5,0,28,8,1
381,영등포구,1156010600,영등포동5가,1,0,0,0,0,0,1,0,5,1,0,4,0,0,16,0,0
382,영등포구,1156010700,영등포동6가,0,1,0,0,0,0,0,1,8,1,0,7,0,0,11,3,0
383,영등포구,1156010800,영등포동7가,0,0,0,0,10,0,4,1,11,1,0,18,1,0,8,10,0
384,영등포구,1156010900,영등포동8가,0,1,0,0,10,1,4,1,13,1,0,16,2,0,10,5,0
385,영등포구,1156011000,여의도동,4,19,0,1,70,0,27,25,100,1,0,255,11,0,80,53,1
386,영등포구,1156011100,당산동1가,0,0,0,0,0,0,2,2,7,1,0,15,0,0,9,6,0
387,영등포구,1156011200,당산동2가,0,0,0,0,0,0,0,0,9,1,0,7,0,0,9,6,0
388,영등포구,1156011300,당산동3가,2,1,1,0,0,0,6,2,15,1,0,31,6,0,15,12,0
389,영등포구,1156011400,당산동4가,0,0,0,0,0,0,5,0,29,1,0,30,0,0,14,5,0
390,영등포구,1156011500,당산동5가,0,1,0,0,20,1,7,2,57,1,0,15,7,0,28,5,0
391,영등포구,1156011600,당산동6가,2,2,0,0,0,0,6,5,7,1,0,13,0,0,26,11,0
392,영등포구,1156011700,당산동,0,0,1,0,0,0,1,2,6,1,0,9,0,0,2,7,0
393,영등포구,1156011800,도림동,0,0,1,0,0,0,4,2,27,1,0,20,0,0,16,10,0
394,영등포구,1156011900,문래동1가,0,0,0,0,0,0,0,0,5,1,0,6,0,0,0,2,0
395,영등포구,1156012000,문래동2가,0,0,0,0,0,0,0,0,7,1,0,11,0,0,3,3,0
396,영등포구,1156012100,문래동3가,1,3,0,0,20,0,11,6,38,1,0,49,4,0,52,12,0
397,영등포구,1156012200,문래동4가,0,0,0,0,0,0,0,0,5,1,0,7,0,0,2,2,0
398,영등포구,1156012300,문래동5가,0,0,0,0,0,0,1,2,6,1,0,5,0,0,2,3,0
399,영등포구,1156012400,문래동6가,0,0,0,0,10,0,3,2,21,1,0,9,0,0,19,6,0
400,영등포구,1156012500,양평동1가,0,1,0,0,0,0,1,0,14,1,0,16,1,0,10,2,0
401,영등포구,1156012600,양평동2가,0,0,0,0,0,0,2,3,3,1,0,11,2,0,11,5,0
402,영등포구,1156012700,양평동3가,0,0,0,1,0,0,5,0,22,1,0,16,2,0,7,13,0
403,영등포구,1156012800,양평동4가,0,2,0,0,0,0,3,5,10,1,0,26,0,0,9,8,0
404,영등포구,1156012900,양평동5가,1,1,0,0,0,0,3,0,13,1,0,12,0,0,10,5,0
405,영등포구,1156013000,양평동6가,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0
406,영등포구,1156013100,양화동,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
407,영등포구,1156013400,양평동,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
408,영등포구,1156013300,대림동,2,0,2,0,70,0,5,8,60,1,0,61,3,0,83,29,0
409,동작구,1159010100,노량진동,2,2,3,1,20,0,11,0,156,1,0,78,5,0,13,19,0
410,동작구,1159010400,본동,0,0,0,0,10,0,1,0,18,1,0,4,2,0,3,4,0
411,동작구,1159010200,상도동,2,3,5,1,80,1,19,10,173,1,0,90,21,0,56,39,0
412,동작구,1159010300,상도1동,0,1,0,0,0,0,3,0,22,1,0,26,3,0,6,13,0
413,동작구,1159010500,흑석동,0,1,0,1,50,0,5,3,58,1,0,41,8,0,7,11,0
414,동작구,1159010700,사당동,3,3,4,1,90,1,16,9,191,1,0,124,12,0,59,43,0
415,동작구,1159010600,동작동,0,0,0,0,10,1,1,0,4,1,0,3,1,0,0,2,0
416,동작구,1159010800,대방동,2,0,1,0,30,2,13,5,138,1,0,31,6,0,24,15,0
417,동작구,1159010900,신대방동,0,1,1,0,40,1,13,10,89,1,0,64,8,0,24,21,0
418,관악구,1162010100,봉천동,3,7,5,0,160,3,71,26,369,1,0,281,35,0,149,127,0
419,관악구,1162010300,남현동,0,1,1,0,0,1,5,2,24,1,0,25,5,0,14,13,0
420,관악구,1162010200,신림동,1,4,10,1,100,2,66,14,298,1,0,301,40,0,130,160,0
421,서초구,1165010800,서초동,5,21,0,3,180,4,120,67,519,1,0,366,37,0,111,120,0
422,서초구,1165010100,방배동,2,9,2,1,140,1,56,34,419,1,0,210,17,0,97,68,0
423,서초구,1165010600,잠원동,1,5,0,0,50,0,16,13,283,1,0,63,5,0,58,22,1
424,서초구,1165010700,반포동,6,9,2,0,90,2,39,24,428,1,0,141,12,0,103,46,1
425,서초구,1165010200,양재동,3,3,3,2,30,1,20,19,105,1,0,142,18,0,54,53,0
426,서초구,1165010300,우면동,0,0,0,0,20,0,8,1,71,1,0,37,3,0,29,10,0
427,서초구,1165010400,원지동,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0
428,서초구,1165010900,내곡동,0,0,0,0,20,0,0,0,18,1,0,6,0,0,11,1,0
429,서초구,1165011000,염곡동,0,0,0,0,0,0,0,0,1,1,0,6,0,0,3,0,0
430,서초구,1165011100,신원동,0,1,0,0,10,0,0,0,7,1,0,16,0,0,8,6,0
431,강남구,1168010700,신사동,1,9,1,2,10,0,57,26,466,1,0,235,8,0,16,61,0
432,강남구,1168011000,압구정동,0,0,0,0,0,0,2,3,40,1,0,25,0,0,1,5,3
433,강남구,1168010800,논현동,3,12,1,2,10,0,77,48,178,1,0,271,24,0,8,103,0
434,강남구,1168010400,청담동,0,6,0,1,10,3,60,28,119,1,0,101,3,0,5,41,1
435,강남구,1168010500,삼성동,2,15,0,2,40,0,38,39,141,1,0,228,19,0,2,71,1
436,강남구,1168010600,대치동,2,16,2,1,80,1,58,52,1620,1,0,250,20,0,11,84,1
437,강남구,1168010100,역삼동,4,25,2,2,60,2,90,66,388,1,0,503,38,0,14,162,0
438,강남구,1168011800,도곡동,3,2,2,0,0,1,27,24,162,1,0,83,7,0,9,27,0
439,강남구,1168010300,개포동,2,1,0,0,30,0,12,14,195,1,0,69,11,0,13,29,0
440,강남구,1168011400,일원동,3,0,1,0,30,1,7,13,106,1,0,37,3,0,4,13,0
441,강남구,1168011100,세곡동,0,1,0,0,20,1,2,1,40,1,0,19,3,0,3,5,0
442,강남구,1168011200,자곡동,0,0,0,0,10,1,1,2,43,1,0,15,0,0,2,16,0
443,강남구,1168011300,율현동,0,0,0,0,0,1,1,1,4,1,0,6,1,0,2,2,0
444,강남구,1168011500,수서동,2,2,0,0,20,0,4,6,28,1,0,36,4,0,1,13,0
445,송파구,1171010300,풍납동,0,0,0,0,40,0,6,3,91,1,0,22,3,0,6,11,0
446,송파구,1171011300,거여동,1,1,2,0,200,0,11,5,99,1,0,26,2,0,19,16,0
447,송파구,1171011400,마천동,0,1,1,0,0,0,2,3,51,1,0,21,7,0,14,10,0
448,송파구,1171011100,방이동,4,4,1,0,40,6,31,17,272,1,0,81,11,0,20,31,0
449,송파구,1171011200,오금동,2,1,0,0,70,0,12,13,148,1,0,28,4,0,5,16,0
450,송파구,1171010400,송파동,0,2,1,1,30,0,31,9,164,1,0,69,6,0,16,19,0
451,송파구,1171010500,석촌동,2,1,1,0,30,1,18,6,112,1,0,39,5,0,15,19,0
452,송파구,1171010600,삼전동,0,1,2,0,20,0,19,8,127,1,0,30,5,0,11,14,0
453,송파구,1171010700,가락동,5,4,1,1,160,1,20,19,221,1,0,101,9,0,31,27,0
454,송파구,1171010800,문정동,0,5,2,0,50,2,35,16,159,1,0,157,17,0,18,32,0
455,송파구,1171010900,장지동,2,1,0,0,130,1,8,0,125,1,0,27,6,0,13,9,0
456,송파구,1171010100,잠실동,4,3,0,2,0,3,42,15,280,1,0,110,11,0,36,24,1
457,송파구,1171010200,신천동,2,3,0,0,20,1,15,5,109,1,0,63,7,0,12,7,1
458,강동구,1174011000,강일동,0,1,0,0,70,0,3,1,80,1,0,16,10,0,9,16,0
459,강동구,1174010300,상일동,0,1,0,1,130,0,5,6,37,1,0,39,2,0,20,16,0
460,강동구,1174010100,명일동,1,3,2,0,20,3,17,12,343,1,0,70,11,0,9,20,0
461,강동구,1174010200,고덕동,0,1,0,0,80,1,6,1,110,1,0,46,2,0,7,14,0
462,강동구,1174010700,암사동,1,1,2,0,30,4,16,8,197,1,0,70,4,0,11,33,0
463,강동구,1174010900,천호동,1,4,3,1,70,6,14,7,124,1,0,131,17,0,12,68,1
464,강동구,1174010800,성내동,4,4,2,0,50,2,30,14,190,1,0,143,20,0,12,58,0
465,강동구,1174010500,길동,0,2,1,0,20,1,18,9,100,1,0,63,10,0,10,38,0
466,강동구,1174010600,둔촌동,1,0,0,1,0,0,8,6,76,1,0,35,4,0,0,17,0
