"VEGAN_CODE","VEGAN_NAME","STD_DAY","CATE_CODE","GU","DONG","GU_CODE","DONG_CODE","ADD_STR","LAT","LON","SI_DO_CODE","SI_DO"
3896,"북한산 통큰 장어","2022-11-02","H113","은평구","진관동",11120,1138011400,"서울특별시 은평구 대서문길 11",37.657532,126.9471747,11,"서울특별시"
3897,"만석장","2022-11-02","H113","은평구","진관동",11120,1138011400,"서울특별시 은평구 대서문길  43-10 1층, 2층",37.6558594,126.9495669,11,"서울특별시"
3898,"피향정","2022-11-02","H113","은평구","진관동",11120,1138011400,"서울특별시 은평구 통일로 1010 (진관동) ",37.6327293,126.9185551,11,"서울특별시"
4936,"본죽 수유사거리점","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 도봉로 285 (수유동) 1층",37.6339024,127.0230889,11,"서울특별시"
4937,"본죽 우이사거리점","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 삼양로 423(수유동) ",37.6412551,127.0166133,11,"서울특별시"
4938,"본 죽&비빔밥 수유점","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 한천로 1043 (수유동) ",37.6402972,127.0260531,11,"서울특별시"
4939,"본죽 수유점","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 한천로 1043 (수유동)  ",37.6402972,127.0260531,11,"서울특별시"
4940,"레드라인","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 삼양로87길 30",37.6358274,127.0161977,11,"서울특별시"
4941,"마을찻집 마주이야기","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 인수봉로55길 10",37.6368762,127.0123202,11,"서울특별시"
4942,"샐러디 (수유역점)","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 도봉로 353-1, 1층(수유동)",37.6392291,127.0265543,11,"서울특별시"
4943,"올드델리 (수유)","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 도봉로 355",37.6393476,127.0267227,11,"서울특별시"
4135,"지우정","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 삼각산로 130(수유동)",37.6408307,127.0186698,11,"서울특별시"
4136,"다리원","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 노해로8길 2",37.6376422,127.0231532,11,"서울특별시"
4137,"착한낙지","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 4.19로 82(1층 수유동)",37.6456783,127.0057674,11,"서울특별시"
4138,"토종집","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 인수봉로19나길 32",37.6271137,127.0107161,11,"서울특별시"
4139,"삼족오","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 한천로 1067-1",37.6417492,127.0240399,11,"서울특별시"
4140,"석가가든","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 한천로  1160",37.6475534,127.0166323,11,"서울특별시"
4141,"크을농","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 4.19로8길  7-14",37.6470065,127.0083446,11,"서울특별시"
4142,"유락손칼국수","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 삼양로 461",37.6444459,127.0156761,11,"서울특별시"
4143,"남원추어탕","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 노해로 19 1층",37.6372329,127.0226827,11,"서울특별시"
4144,"향촌추어탕","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 노해로22길  7-2",37.6437716,127.0234469,11,"서울특별시"
4145,"군산해물탕","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 한천로139길 41",37.6385778,127.0251578,11,"서울특별시"
4146,"곽만근 갈비탕 수유점","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 노해로  3",37.6359087,127.0227227,11,"서울특별시"
4147,"곰집","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 한천로143길  22",37.6407767,127.0241093,11,"서울특별시"
4148,"이설면옥","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 4.19로 42(1,2층 수유동)",37.6473061,127.0096891,11,"서울특별시"
4149,"본가","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 삼각산로 122",37.6407508,127.0177304,11,"서울특별시"
4150,"윤가네 오리구이 전문점","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 한천로144길 79(수유동)",37.6440717,127.0281455,11,"서울특별시"
4151,"대가원","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 한천로 1064",37.6417373,127.0247766,11,"서울특별시"
4152,"시골쌈밥","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 덕릉로19길  8",37.634907,127.0203679,11,"서울특별시"
4153,"궁전기사식당","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 한천로  1159",37.6472449,127.0163757,11,"서울특별시"
4154,"원할머니보쌈수유역점","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 한천로 1054",37.6411135,127.0256119,11,"서울특별시"
4155,"흥수식당","2022-11-02","H113","강북구","수유동",11090,1130510300,"서울특별시 강북구 도봉로99길 41-12",37.6429289,127.0272312,11,"서울특별시"
5351,"본 죽&비빔밥 시흥사거리점","2022-11-02","H113","금천구","시흥동",11180,1154510300,"서울특별시 금천구 금하로 619 (시흥동) 1층",37.4546932,126.8999542,11,"서울특별시"
5352,"본죽 시흥점","2022-11-02","H113","금천구","시흥동",11180,1154510300,"서울특별시 금천구 금하로 760 (시흥동) ",37.4499125,126.9140159,11,"서울특별시"
5353,"본도시락 금천구청점","2022-11-02","H113","금천구","시흥동",11180,1154510300,"서울특별시 금천구 시흥대로 251 (시흥동, 도일산호시티빌) ",37.4561131,126.8995491,11,"서울특별시"
4892,"남도","2022-11-02","H113","중구","다동",11020,1114010200,"서울특별시 중구 남대문로9길 40(다동, 센터플레이스빌딩 2층 206~207호)",37.5672105,126.9807761,11,"서울특별시"
4893,"낙동강","2022-11-02","H113","중구","다동",11020,1114010200,"서울특별시 중구 을지로1길 34(다동)",37.5676351,126.9798534,11,"서울특별시"
4894,"잘차려진바다","2022-11-02","H113","중구","다동",11020,1114010200,"서울특별시 중구 남대문로9길 8",37.5668067,126.9820154,11,"서울특별시"
5019,"본 죽&비빔밥 발산사거리점","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 공항대로 269-15 (마곡동, 힐스테이트에코마곡) 105호",37.5596129,126.8372377,11,"서울특별시"
5020,"본 죽&비빔밥 신방화역점","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 마곡중앙5로 81 (마곡동, 에스비타운) ",37.5671136,126.8186024,11,"서울특별시"
5021,"본 죽&비빔밥 마곡역점","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 마곡중앙6로 16 (마곡동, 마곡지엠지타워) 111호",37.5604055,126.8290082,11,"서울특별시"
5022,"본 죽&비빔밥 마곡나루역점","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 마곡중앙로 161-8 (마곡동, 두산더랜드파크) A동 105호",37.5686239,126.8272948,11,"서울특별시"
5023,"샐러디 (신방화역점)","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 방화대로 294, 1층 117호(마곡동, 마곡더블유타워)",37.566999,126.8170535,11,"서울특별시"
5024,"퀴즈노스 (마곡나루역)","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 마곡중앙5로 6",37.5671307,126.826639,11,"서울특별시"
5025,"그리너 샐러드 마곡점","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 마곡중앙4로 18 마곡그랑트윈타워 B동 217호",37.5585275,126.8286188,11,"서울특별시"
5026,"공간녹음","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 공항대로 227 403호",37.559604,126.8326878,11,"서울특별시"
5027,"샐러디 (마곡발산역점)","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 공항대로 269-15, 1층 104호(마곡동, 힐스테이트에코마곡)",37.5596129,126.8372377,11,"서울특별시"
5028,"샐러디 (마곡나루역점)","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 마곡중앙5로 6, 1층 107호(마곡동)",37.5671307,126.826639,11,"서울특별시"
5029,"죠샌드위치 (마곡)","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 공항대로 195 힐스테이트 에코동익 상가 1층",37.5598846,126.8291748,11,"서울특별시"
5030,"반미362 (마곡점)","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 공항대로 261 발산파크프라자 1층 116호",37.5591553,126.8365204,11,"서울특별시"
4696,"본 죽&비빔밥 영등포시장역점","2022-11-02","H113","영등포구","영등포동5가",11190,1156010600,"서울특별시 영등포구 영등포로 219 (영등포동5가) ",37.5201162,126.9055896,11,"서울특별시"
4250,"한살림 마곡매장","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 마곡서1로 115-1 마곡헤리움 주상복합상가1층 101호, 102호",37.5667079,126.8185749,11,"서울특별시"
4251,"양천골용대리황태세상","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 공항대로 248(2층 207,208호 마곡동)",37.5584004,126.834891,11,"서울특별시"
4252,"장위동유성집","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 마곡중앙6로 16 201호",37.5604055,126.8290082,11,"서울특별시"
4253,"토끼정 마곡점","2022-11-02","H113","강서구","마곡동",11160,1150010500,"서울특별시 강서구 마곡동로 55(2층 202호 마곡동, 가양 1동 마커스빌딩)",37.560058,126.833043,11,"서울특별시"
4477,"한살림 금천시흥매장","2022-11-02","H113","금천구","시흥동",11180,1154510300,"서울특별시 금천구 시흥대로39길 11(시흥동)",37.4469414,126.9025653,11,"서울특별시"
4478,"자연드림 금천시흥점","2022-11-02","H113","금천구","시흥동",11180,1154510300,"서울특별시 금천구 금하로28길 4 신용빌딩 1층",37.4498687,126.9121856,11,"서울특별시"
4810,"본죽 마포도화점","2022-11-02","H113","마포구","도화동",11140,1144010400,"서울특별시 마포구 도화길 43 (도화동) 삼보나눔빌딩 202호 ",37.5417861,126.9502529,11,"서울특별시"
4811,"샐러디 (마포역점)","2022-11-02","H113","마포구","도화동",11140,1144010400,"서울특별시 마포구 마포대로 53, 1층 104호(도화동, 마포트라팰리스)",37.5413805,126.9472033,11,"서울특별시"
4867,"본 죽&비빔밥 가양점","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 양천로 564 (등촌동, 등촌동두산위브센티움) 106호",37.5570455,126.8613282,11,"서울특별시"
4868,"본죽 등촌3동점","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 공항대로41길 44 (등촌동)  아카데미프라자103호",37.5597258,126.8459963,11,"서울특별시"
4869,"샐러디 (가양역점)","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 양천로 500, 113호(등촌동, 등촌동노블리움오피스텔)",37.5605488,126.8555591,11,"서울특별시"
5136,"퀴즈노스 (종로YBM)","2022-11-02","H113","종로구","종로2가",11010,1111013800,"서울특별시 종로구 삼일대로 394",37.5697332,126.9880771,11,"서울특별시"
4037,"도마다리감자탕","2022-11-02","H113","마포구","도화동",11140,1144010400,"서울특별시 마포구 도화길  6 1층",37.5396844,126.9469556,11,"서울특별시"
4038,"이룸웨딩컨벤션","2022-11-02","H113","마포구","도화동",11140,1144010400,"서울특별시 마포구 마포대로  78 (도화동)",37.5418811,126.9497876,11,"서울특별시"
4068,"한살림 가양매장","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 양천로 556 1층",37.5577788,126.8607512,11,"서울특별시"
4069,"자연드림 강서등촌점","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 강서로56길 100 1층",37.5589158,126.8442432,11,"서울특별시"
4070,"주식회사 한우1번지","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 양천로 516",37.5598584,126.8568486,11,"서울특별시"
4071,"삼곱집","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 강서로54길 109 1층(등촌동)",37.5587043,126.8447331,11,"서울특별시"
4072,"등촌정육식당","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 공항대로59길  75",37.5550515,126.8629204,11,"서울특별시"
4073,"샤브미","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 화곡로 398(1층 등촌동, 1동 홈플러스강서점)",37.5584423,126.854833,11,"서울특별시"
4074,"(주)갈비생각 발산점","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 강서로54길 42 1층(등촌3동)",37.558813,126.8411096,11,"서울특별시"
4075,"목포낙지","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 강서로54길 99",37.5587438,126.8441666,11,"서울특별시"
4076,"화로구이","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 강서로  374 1~3층",37.5590424,126.8387858,11,"서울특별시"
4077,"해누리","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 공항대로59가길  17",37.5519344,126.8648351,11,"서울특별시"
4078,"포듀미트","2022-11-02","H113","강서구","등촌동",11160,1150010200,"서울특별시 강서구 공항대로 345 2층",37.55806,126.8461013,11,"서울특별시"
5411,"본도시락 양재중앙점","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 논현로17길 3 (양재동)  ",37.4763944,127.0455049,11,"서울특별시"
5412,"본죽 서초우체국점","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 동산로 14 (양재동)  ",37.469404,127.0412753,11,"서울특별시"
5413,"본 죽&비빔밥 포이점","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 마방로10길 18-1 (양재동, 남광빌딩) ",37.476443,127.043718,11,"서울특별시"
4980,"거북이집","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희맛로 12-1",37.5662694,126.9294212,11,"서울특별시"
4981,"엄마식탁","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희맛로 17-21",37.5666334,126.9288161,11,"서울특별시"
4982,"본 죽&비빔밥 연희점","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희맛로 18 (연희동) 1층",37.5667238,126.9298448,11,"서울특별시"
5414,"죠샌드위치 (오토갤러리)","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 양재대로11길 36",37.4617962,127.0353815,11,"서울특별시"
5415,"더벨로 (양재)","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 마방로6길 21",37.4749019,127.0425731,11,"서울특별시"
4210,"옛날집","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희로 188-1 (연희동)",37.5738963,126.9358553,11,"서울특별시"
4211,"해남식당","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 홍제천로6길 39(연희동)",37.5747928,126.9264011,11,"서울특별시"
4212,"고미정","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희로26길 28(1,2층 연희동)",37.5727087,126.9370496,11,"서울특별시"
4213,"수빈떡갈비","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희로25길 31-3(연희동)",37.5718732,126.9343332,11,"서울특별시"
4193,"백년추어탕","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 증가로 9, 1층",37.5691705,126.9313833,11,"서울특별시"
4194,"강수사","2022-11-02","H113","서대문구","연희동",11130,1141011700," 서대문구 연희로 157 (연희동, 1,2층)",37.5713676,126.9342159,11,"서울특별시"
4195,"풍성삼겹살","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 홍제천로 208 (연희동)",37.5794549,126.9357762,11,"서울특별시"
4196,"백암순대","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 증가로 13-6",37.5693929,126.9310632,11,"서울특별시"
4197,"엄지식당","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 모래내로 376-7 (연희동)",37.5824458,126.937715,11,"서울특별시"
4198,"선수사","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희로 177",37.5730259,126.9352564,11,"서울특별시"
4199,"연희궁 우동","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희로 183(연희동,지상1층)",37.5731955,126.9350842,11,"서울특별시"
4200,"마포갈비","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 증가로 84, 1층 105호 (연희동)",37.5749886,126.9271228,11,"서울특별시"
4201,"우리황태","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 홍제천로 208(연희동)",37.5794549,126.9357762,11,"서울특별시"
4202,"왕왕","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희맛로 27",37.5676202,126.9303301,11,"서울특별시"
4203,"연희동 영월","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희로 81-21(2층 연희동)",37.5658417,126.9289519,11,"서울특별시"
4204,"연희동손칼국수","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희맛로 37",37.5682278,126.9307629,11,"서울특별시"
4205,"연희동태찜","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희맛로 25(연희동)",37.56743,126.9302196,11,"서울특별시"
4206,"금강산","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희로 81-30",37.5660245,126.9292436,11,"서울특별시"
4207,"연희옥","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희로 81-26, 1층 (연희동)",37.565981,126.929414,11,"서울특별시"
4208,"청춘족발","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 증가로 5(연희동)",37.5688672,126.9317159,11,"서울특별시"
4209,"녹원","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 연희로25길 22",37.5724843,126.9341547,11,"서울특별시"
4214,"월성분식","2022-11-02","H113","서대문구","연희동",11130,1141011700,"서울특별시 서대문구 성산로 381",37.5631054,126.9312549,11,"서울특별시"
4508,"산내골","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 강남대로34길 76(1층 양재동)",37.4839468,127.0401397,11,"서울특별시"
4509,"함흥식당","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 마방로10길 54-2",37.4753711,127.0448735,11,"서울특별시"
4510,"경수사","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 논현로19길  17",37.4762428,127.0445911,11,"서울특별시"
4511,"남원골추어탕","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 남부순환로356길 23(양재동,1층)",37.4839127,127.0381614,11,"서울특별시"
4512,"늘봄숯불갈비","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 강남대로4길 7",37.466928,127.0426183,11,"서울특별시"
4513,"구이마마","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 강남대로25길  59 1층(양재동)",37.4755395,127.0356571,11,"서울특별시"
4514,"평가옥","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 논현로 69",37.476189,127.0457337,11,"서울특별시"
4515,"약초마을","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 강남대로2길 3(양재동,1층)",37.4667855,127.0428349,11,"서울특별시"
4516,"화돌농장","2022-11-02","H113","서초구","양재동",11220,1165010200,"서울특별시 서초구 매헌로16길  6 1층(양재동)",37.4673073,127.0349715,11,"서울특별시"
4587,"이밥","2022-11-02","H113","종로구","계동",11010,1111014800,"서울특별시 종로구 창덕궁1길 29",37.5792711,126.9876084,11,"서울특별시"
4588,"밀과보리","2022-11-02","H113","종로구","계동",11010,1111014800,"서울특별시 종로구 창덕궁1길 32-1",37.5794773,126.987481,11,"서울특별시"
5247,"남원추어탕","2022-11-02","H113","중랑구","면목동",11070,1126010100,"서울특별시 중랑구 면목로39길 32(면목동)",37.5801172,127.0857668,11,"서울특별시"
5248,"두채사랑전주콩나물국밥","2022-11-02","H113","중랑구","면목동",11070,1126010100,"서울특별시 중랑구 면목로  371",37.5851821,127.0882297,11,"서울특별시"
5249,"통큰갈비 면목점","2022-11-02","H113","중랑구","면목동",11070,1126010100,"서울특별시 중랑구 겸재로  187",37.5888052,127.0883554,11,"서울특별시"
5250,"서해쭈꾸미","2022-11-02","H113","중랑구","면목동",11070,1126010100,"서울특별시 중랑구 겸재로  191",37.5888457,127.088921,11,"서울특별시"
5251,"소문난 고깃집","2022-11-02","H113","중랑구","면목동",11070,1126010100,"서울특별시 중랑구 면목로56길  8",37.5839253,127.0888338,11,"서울특별시"
5252,"대가순대국","2022-11-02","H113","중랑구","면목동",11070,1126010100,"서울특별시 중랑구 사가정로52길  1-4",37.5804217,127.0878576,11,"서울특별시"
5253,"여자만아구찜","2022-11-02","H113","중랑구","면목동",11070,1126010100,"서울특별시 중랑구 동일로 685(면목동)",37.591686,127.0798956,11,"서울특별시"
5254,"부자돼소","2022-11-02","H113","중랑구","면목동",11070,1126010100,"서울특별시 중랑구 봉우재로  126 1층",37.5926527,127.0871874,11,"서울특별시"
5255,"시월애도토리","2022-11-02","H113","중랑구","면목동",11070,1126010100,"서울특별시 중랑구 동일로109길 90(면목동)",37.5909644,127.0751827,11,"서울특별시"
4712,"본도시락 회현역점","2022-11-02","H113","중구","회현동1가",11020,1114012100,"서울특별시 중구 소공로 35 남산롯데캐슬아이리스 103호",37.558648,126.9825565,11,"서울특별시"
4713,"본 죽&비빔밥 회현역점","2022-11-02","H113","중구","회현동1가",11020,1114012100,"서울특별시 중구 퇴계로 72 (회현동1가, 리더스뷰남산) 115호",37.5589581,126.9808998,11,"서울특별시"
5499,"지화자","2022-11-02","H113","종로구","청운동",11010,1111010100,"서울특별시 종로구 자하문로 125",37.5877588,126.9688675,11,"서울특별시"
4979,"본 죽&비빔밥 상일2동점","2022-11-02","H113","강동구","상일동",11250,1174010300,"서울특별시 강동구 상일로6길 39 (상일동, 강동타워) 1층",37.549808,127.17535,11,"서울특별시"
4192,"강동 도토리장터","2022-11-02","H113","강동구","상일동",11250,1174010300,"서울특별시 강동구 동남로 888, 강동경희대학교병원",37.5537222378,127.1576253403,11,"서울특별시"
5429,"마나님레시피(계동마나님)","2022-11-02","H113","종로구","안국동",11010,1111014100,"서울특별시 종로구 윤보선길 65",37.5788358,126.9830857,11,"서울특별시"
4519,"상생상회","2022-11-02","H113","종로구","안국동",11010,1111014100,"서울특별시 종로구 율곡로 39, 안국빌딩 신관 1층, 지하1층",37.5762760781,126.9838458845,11,"서울특별시"
4520,"한국사찰음식문화체험관","2022-11-02","H113","종로구","안국동",11010,1111014100,"서울특별시 종로구 율곡로 39, 안국빌딩 신관 2층",37.5761825444,126.9837278673,11,"서울특별시"
5374,"본도시락 신논현역점","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 강남대로110길 15, 지상1층 101호 ",37.5039891,127.0261867,11,"서울특별시"
5375,"본 죽&비빔밥 역삼역점","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 봉은사로30길 78 2층",37.5024922,127.0370297,11,"서울특별시"
5376,"본도시락 차병원사거리점","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 봉은사로34길 9, 1층 101호 ",37.5073259,127.0364247,11,"서울특별시"
5377,"본죽 선릉역점","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 선릉로93길 26 (역삼동) ",37.5048302,127.0464437,11,"서울특별시"
5378,"본 죽&비빔밥 강남점","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 강남대로94길 21 (역삼동)  ",37.4997321,127.0289788,11,"서울특별시"
5379,"본죽 강남세브란스사거리점","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 언주로 314 (역삼동)  강남프라자 108호",37.495892,127.0464782,11,"서울특별시"
5380,"명동칼국수샤브샤브 (역삼디오빌)","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 언주로 427",37.5013935,127.0426534,11,"서울특별시"
5381,"더드림 (본점)","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 언주로85길 13",37.5004802,127.0422466,11,"서울특별시"
5382,"본도시락 역삼초교점","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 역삼로7길 7 (역삼동)   ",37.4944942,127.0330273,11,"서울특별시"
5383,"명동칼국수","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 테헤란로 124",37.4987814,127.0317054,11,"서울특별시"
5384,"본 죽&비빔밥 역삼특허청점","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 테헤란로14길 8 (역삼동, 강남역두산위브센티움) B107호",37.4986564,127.032951,11,"서울특별시"
5385,"오곡당","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 테헤란로19길 19",37.5013432,127.0331539,11,"서울특별시"
5386,"걸신맛집","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 테헤란로6길 29",37.4967327,127.0313021,11,"서울특별시"
5387,"샐러디 (선릉점)","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 선릉로93길 26, 1층(역삼동, 우리빌딩)",37.5048302,127.0464437,11,"서울특별시"
5388,"캘리포니아 피자키친 (역삼 GFC)","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 테헤란로 152 강남파이낸스센터 B1F",37.500028,127.0365071,11,"서울특별시"
5389,"내여자를부탁해 (선릉)","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 테헤란로 322",37.5032366,127.0465997,11,"서울특별시"
5390,"스윗밸런스 (역삼)","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 테헤란로25길 9",37.501304,127.0349752,11,"서울특별시"
5391,"샐러디 (역삼역점)","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 강남대로94길 66, 지상1층(역삼동)",37.5006002,127.0326432,11,"서울특별시"
5392,"어글리스토브 (신논현강남역)","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 강남대로98길 20",37.5007893,127.0282413,11,"서울특별시"
5393,"강가 (역삼)","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 논현로 508",37.5021366,127.0376223,11,"서울특별시"
5394,"아그라 (강남N타워)","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 역삼동 648-9번지외 8필지 지상 강남N타워",37.4998772,127.0323811,11,"서울특별시"
5395,"아그라 (역삼GFC)","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 테헤란로 152, 지하1층 (역삼동, 강남파이낸스센터)",37.500028,127.0365071,11,"서울특별시"
5396,"인도야시장","2022-11-02","H113","강남구","역삼동",11230,1168010100,"서울특별시 강남구 강남대로96길 11-4",37.5001121,127.0280692,11,"서울특별시"
