,SUBWAY_NUM,STARBUCKS_NUM,SPORT_NUM,SAFE_DLVR_NUM,MC_NUM,KINDER_NUM,KIDS_NUM,GYM_NUM,GOLF_NUM,ACADEMY_NUM,ANIMAL_HSPT_NUM,BIKE_NUM,CAFE,CAR_SHR_NUM,CCTV_NUM,CHILD_MED_NUM,CON_NUM,DPTM_NUM,GU,DONG,DONG_CODE
664,1.5833333333333333,6.75,0.3333333333333333,0.3333333333333333,0.9166666666666666,68.33333333333333,1.1666666666666667,39.333333333333336,22.416666666666668,199.58333333333331,11.666666666666668,12.25,126.5,12.083333333333334,62.91666666666667,43.91666666666667,41.333333333333336,0.0,서초구,서초3동,1165053000
665,1.25,5.25,0.0,0.0,0.75,45.0,1.0,30.0,16.75,129.75,6.0,7.25,91.5,9.25,41.25,27.75,30.0,0.0,서초구,서초4동,1165053100
666,0.5,2.5,0.0,0.0,0.0,25.0,0.0,8.0,6.5,141.5,5.0,6.5,31.5,2.5,32.0,29.0,11.0,0.5,서초구,잠원동,1165054000
667,1.5,2.25,1.25,0.5,0.0,22.5,0.5,9.75,6.0,107.0,5.5,6.25,35.25,3.0,28.75,25.75,11.5,0.25,서초구,반포본동,1165055000
668,1.5,2.25,1.25,0.5,0.0,22.5,0.5,9.75,6.0,107.0,5.5,6.25,35.25,3.0,28.75,25.75,11.5,0.25,서초구,반포1동,1165056000
669,1.5,2.25,1.25,0.5,0.0,22.5,0.5,9.75,6.0,107.0,5.5,6.25,35.25,3.0,28.75,25.75,11.5,0.25,서초구,반포2동,1165057000
670,0.5,2.5,0.0,0.0,0.0,25.0,0.0,8.0,6.5,141.5,5.0,6.5,31.5,2.5,32.0,29.0,11.0,0.5,서초구,반포3동,1165058000
671,1.5,2.25,1.25,0.5,0.0,22.5,0.5,9.75,6.0,107.0,5.5,6.25,35.25,3.0,28.75,25.75,11.5,0.25,서초구,반포4동,1165058100
672,0.3333333333333333,1.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,23.333333333333332,0.16666666666666666,9.333333333333334,5.666666666666667,69.83333333333333,5.666666666666667,5.0,35.0,2.8333333333333335,21.666666666666668,16.166666666666668,11.333333333333334,0.0,서초구,방배본동,1165059000
673,0.3333333333333333,1.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,23.333333333333332,0.16666666666666666,9.333333333333334,5.666666666666667,69.83333333333333,5.666666666666667,5.0,35.0,2.8333333333333335,21.666666666666668,16.166666666666668,11.333333333333334,0.0,서초구,방배1동,1165060000
674,0.3333333333333333,1.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,23.333333333333332,0.16666666666666666,9.333333333333334,5.666666666666667,69.83333333333333,5.666666666666667,5.0,35.0,2.8333333333333335,21.666666666666668,16.166666666666668,11.333333333333334,0.0,서초구,방배2동,1165061000
675,0.3333333333333333,1.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,23.333333333333332,0.16666666666666666,9.333333333333334,5.666666666666667,69.83333333333333,5.666666666666667,5.0,35.0,2.8333333333333335,21.666666666666668,16.166666666666668,11.333333333333334,0.0,서초구,방배3동,1165062000
676,0.3333333333333333,1.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,23.333333333333332,0.16666666666666666,9.333333333333334,5.666666666666667,69.83333333333333,5.666666666666667,5.0,35.0,2.8333333333333335,21.666666666666668,16.166666666666668,11.333333333333334,0.0,서초구,방배4동,1165062100
678,1.5,1.5,0.5,1.5,1.0,35.0,0.5,18.0,10.5,123.5,9.0,20.0,108.0,12.0,55.5,56.0,36.5,0.0,서초구,양재1동,1165065100
680,1.5,1.5,0.5,1.5,1.0,15.0,0.5,10.0,9.5,52.5,5.0,13.0,80.0,9.0,33.5,27.0,26.5,0.0,서초구,양재2동,1165065200
681,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,26.0,2.0,18.0,28.0,0.0,13.0,22.0,7.0,0.0,서초구,내곡동,1165066000
685,0.5,4.5,0.0,0.5,1.0,5.0,0.0,29.5,14.5,253.0,10.0,6.5,130.0,4.0,144.0,8.5,33.0,1.5,강남구,신사동,1168051000
687,1.5,6.0,0.0,0.5,1.0,5.0,0.0,38.5,24.0,89.0,11.0,5.5,135.5,12.0,251.0,4.0,51.5,0.0,강남구,논현1동,1168052100
688,1.5,6.0,0.0,0.5,1.0,5.0,0.0,38.5,24.0,89.0,11.0,5.5,135.5,12.0,251.0,4.0,51.5,0.0,강남구,논현2동,1168053100
689,0.5,4.5,0.0,0.5,1.0,5.0,0.0,29.5,14.5,253.0,10.0,6.5,130.0,4.0,144.0,8.5,33.0,1.5,강남구,압구정동,1168054500
691,0.0,6.0,0.0,0.0,1.0,10.0,3.0,60.0,28.0,119.0,24.0,5.0,101.0,3.0,214.0,5.0,41.0,1.0,강남구,청담동,1168056500
692,1.0,7.5,0.0,0.0,1.0,20.0,0.0,19.0,19.5,70.5,8.0,9.0,114.0,9.5,148.0,1.0,35.5,0.5,강남구,삼성1동,1168058000
693,1.0,7.5,0.0,0.0,1.0,20.0,0.0,19.0,19.5,70.5,8.0,9.0,114.0,9.5,148.0,1.0,35.5,0.5,강남구,삼성2동,1168059000
694,0.5,4.0,0.0,0.5,0.25,20.0,0.25,14.5,13.0,405.0,4.0,5.0,62.5,5.0,91.75,2.75,21.0,0.25,강남구,대치1동,1168060000
695,0.5,4.0,0.0,0.5,0.25,20.0,0.25,14.5,13.0,405.0,4.0,5.0,62.5,5.0,91.75,2.75,21.0,0.25,강남구,대치2동,1168061000
696,0.5,4.0,0.0,0.5,0.25,20.0,0.25,14.5,13.0,405.0,4.0,5.0,62.5,5.0,91.75,2.75,21.0,0.25,강남구,대치4동,1168063000
697,2.0,12.5,0.0,1.0,1.0,30.0,1.0,45.0,33.0,194.0,15.0,11.5,251.5,19.0,215.0,7.0,81.0,0.0,강남구,역삼1동,1168064000
698,2.0,12.5,0.0,1.0,1.0,30.0,1.0,45.0,33.0,194.0,15.0,11.5,251.5,19.0,215.0,7.0,81.0,0.0,강남구,역삼2동,1168065000
699,1.5,1.0,0.0,1.0,0.0,0.0,0.5,13.5,12.0,81.0,5.0,4.5,41.5,3.5,83.0,4.5,13.5,0.0,강남구,도곡1동,1168065500
700,1.5,1.0,0.0,1.0,0.0,0.0,0.5,13.5,12.0,81.0,5.0,4.5,41.5,3.5,83.0,4.5,13.5,0.0,강남구,도곡2동,1168065600
701,0.5,0.25,0.0,0.0,0.0,7.5,0.0,3.0,3.5,48.75,4.0,5.5,17.25,2.75,82.5,3.25,7.25,0.0,강남구,개포1동,1168066000
702,1.25,0.25,0.0,0.25,0.0,15.0,0.25,4.75,6.75,75.25,6.0,8.25,26.5,3.5,107.25,4.25,10.5,0.0,강남구,개포2동,1168067000
704,0.5,0.25,0.0,0.0,0.0,7.5,0.0,3.0,3.5,48.75,4.0,5.5,17.25,2.75,82.5,3.25,7.25,0.0,강남구,개포4동,1168069000
705,0.0,1.0,0.0,0.0,0.0,30.0,3.0,4.0,4.0,87.0,8.0,19.0,40.0,4.0,97.0,7.0,23.0,0.0,강남구,세곡동,1168070000
708,1.4166666666666665,0.6666666666666666,0.0,0.25,0.0,14.166666666666668,0.25,3.083333333333333,5.25,35.833333333333336,2.6666666666666665,4.75,21.25,2.083333333333333,48.08333333333333,1.3333333333333333,7.583333333333333,0.0,강남구,일원본동,1168072000
710,1.4166666666666665,0.6666666666666666,0.0,0.25,0.0,14.166666666666668,0.25,3.083333333333333,5.25,35.833333333333336,2.6666666666666665,4.75,21.25,2.083333333333333,48.08333333333333,1.3333333333333333,7.583333333333333,0.0,강남구,일원1동,1168073000
713,1.75,4.25,0.0,0.75,0.25,35.0,0.5,19.25,19.75,480.25,10.0,13.25,89.0,8.5,199.0,7.0,31.5,0.25,강남구,일원2동,1168074000
715,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,6.666666666666667,0.0,1.3333333333333333,2.0,9.333333333333334,0.6666666666666666,2.0,12.0,1.3333333333333333,23.333333333333332,0.3333333333333333,4.333333333333333,0.0,강남구,수서동,1168075000
717,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,1.5,45.5,2.0,7.5,11.0,1.5,13.5,3.0,5.5,0.0,송파구,풍납1동,1171051000
718,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,1.5,45.5,2.0,7.5,11.0,1.5,13.5,3.0,5.5,0.0,송파구,풍납2동,1171052000
719,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,66.66666666666667,0.0,3.6666666666666665,1.6666666666666667,33.0,4.0,4.333333333333333,8.666666666666666,0.6666666666666666,4.333333333333333,6.333333333333333,5.333333333333333,0.0,송파구,거여1동,1171053100
720,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,66.66666666666667,0.0,3.6666666666666665,1.6666666666666667,33.0,4.0,4.333333333333333,8.666666666666666,0.6666666666666666,4.333333333333333,6.333333333333333,5.333333333333333,0.0,송파구,거여2동,1171053200
721,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.5,25.5,2.0,5.0,10.5,3.5,12.5,7.0,5.0,0.0,송파구,마천1동,1171054000
722,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.5,25.5,2.0,5.0,10.5,3.5,12.5,7.0,5.0,0.0,송파구,마천2동,1171055000
723,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,13.333333333333334,2.0,10.333333333333334,5.666666666666667,90.66666666666667,4.0,9.0,27.0,3.6666666666666665,9.666666666666666,6.666666666666667,10.333333333333334,0.0,송파구,방이1동,1171056100
724,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,13.333333333333334,2.0,10.333333333333334,5.666666666666667,90.66666666666667,4.0,9.0,27.0,3.6666666666666665,9.666666666666666,6.666666666666667,10.333333333333334,0.0,송파구,방이2동,1171056200
725,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,13.333333333333334,2.0,10.333333333333334,5.666666666666667,90.66666666666667,4.0,9.0,27.0,3.6666666666666665,9.666666666666666,6.666666666666667,10.333333333333334,0.0,송파구,오륜동,1171056600
726,2.0,1.0,0.0,0.0,0.0,70.0,0.0,12.0,13.0,148.0,16.0,13.0,28.0,4.0,25.0,5.0,16.0,0.0,송파구,오금동,1171057000
727,0.0,1.0,0.0,0.5,0.5,15.0,0.0,15.5,4.5,82.0,9.0,4.5,34.5,3.0,11.5,8.0,9.5,0.0,송파구,송파1동,1171058000
728,0.0,1.0,0.0,0.5,0.5,15.0,0.0,15.5,4.5,82.0,9.0,4.5,34.5,3.0,11.5,8.0,9.5,0.0,송파구,송파2동,1171059000
729,2.0,1.0,0.0,1.0,0.0,30.0,1.0,18.0,6.0,112.0,10.0,3.0,39.0,5.0,21.0,15.0,19.0,0.0,송파구,석촌동,1171060000
730,0.0,1.0,0.0,2.0,0.0,20.0,0.0,19.0,8.0,127.0,10.0,5.0,30.0,5.0,14.0,11.0,14.0,0.0,송파구,삼전동,1171061000
731,1.6666666666666667,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,53.333333333333336,0.3333333333333333,6.666666666666667,6.333333333333333,73.66666666666667,3.3333333333333335,6.0,33.666666666666664,3.0,12.666666666666666,10.333333333333334,9.0,0.0,송파구,가락본동,1171062000
732,1.6666666666666667,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,53.333333333333336,0.3333333333333333,6.666666666666667,6.333333333333333,73.66666666666667,3.3333333333333335,6.0,33.666666666666664,3.0,12.666666666666666,10.333333333333334,9.0,0.0,송파구,가락1동,1171063100
733,1.6666666666666667,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,53.333333333333336,0.3333333333333333,6.666666666666667,6.333333333333333,73.66666666666667,3.3333333333333335,6.0,33.666666666666664,3.0,12.666666666666666,10.333333333333334,9.0,0.0,송파구,가락2동,1171063200
734,0.0,1.6666666666666667,0.0,0.6666666666666666,0.0,16.666666666666668,0.6666666666666666,11.666666666666666,5.333333333333333,53.0,5.333333333333333,9.0,52.333333333333336,5.666666666666667,5.0,6.0,10.666666666666666,0.0,송파구,문정1동,1171064100
735,0.6666666666666666,2.0,0.0,0.6666666666666666,0.0,60.0,1.0,14.333333333333332,5.333333333333333,94.66666666666666,6.666666666666666,16.666666666666668,61.333333333333336,7.666666666666667,8.333333333333334,10.333333333333332,13.666666666666666,0.0,송파구,문정2동,1171064200
737,0.6666666666666666,2.0,0.0,0.6666666666666666,0.0,60.0,1.0,14.333333333333332,5.333333333333333,94.66666666666666,6.666666666666666,16.666666666666668,61.333333333333336,7.666666666666667,8.333333333333334,10.333333333333332,13.666666666666666,0.0,송파구,장지동,1171064600
740,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,110.0,0.3333333333333333,6.333333333333333,1.6666666666666667,74.66666666666666,5.333333333333333,12.0,17.666666666666664,2.6666666666666665,7.666666666666666,10.666666666666666,8.333333333333332,0.0,송파구,위례동,1171064700
741,1.0,0.75,3.0,0.0,0.5,0.0,0.75,10.5,3.75,70.0,5.0,7.5,27.5,2.75,12.0,9.0,6.0,0.25,송파구,잠실본동,1171065000
742,1.0,0.75,3.0,0.0,0.5,0.0,0.75,10.5,3.75,70.0,5.0,7.5,27.5,2.75,12.0,9.0,6.0,0.25,송파구,잠실2동,1171067000
743,1.0,0.75,3.0,0.0,0.5,0.0,0.75,10.5,3.75,70.0,5.0,7.5,27.5,2.75,12.0,9.0,6.0,0.25,송파구,잠실3동,1171068000
744,1.0,1.5,0.0,0.0,0.0,10.0,0.5,7.5,2.5,54.5,3.0,7.0,31.5,3.5,11.0,6.0,3.5,0.5,송파구,잠실4동,1171069000
745,1.0,1.5,0.0,0.0,0.0,10.0,0.5,7.5,2.5,54.5,3.0,7.0,31.5,3.5,11.0,6.0,3.5,0.5,송파구,잠실6동,1171071000
746,1.0,0.75,3.0,0.0,0.5,0.0,0.75,10.5,3.75,70.0,5.0,7.5,27.5,2.75,12.0,9.0,6.0,0.25,송파구,잠실7동,1171072000
748,0.0,1.0,0.0,0.0,0.0,70.0,0.0,3.0,1.0,80.0,4.0,15.0,16.0,10.0,16.0,9.0,16.0,0.0,강동구,강일동,1174051500
749,0.0,0.5,0.0,0.0,0.5,65.0,0.0,2.5,3.0,18.5,2.0,6.0,19.5,1.0,20.5,10.0,8.0,0.0,강동구,상일1동,1174052500
750,0.0,0.5,0.0,0.0,0.5,65.0,0.0,2.5,3.0,18.5,2.0,6.0,19.5,1.0,20.5,10.0,8.0,0.0,강동구,상일2동,1174052600
751,0.5,1.5,0.0,1.0,0.0,10.0,1.5,8.5,6.0,171.5,3.0,6.5,35.0,5.5,29.0,4.5,10.0,0.0,강동구,명일1동,1174053000
752,0.5,1.5,0.0,1.0,0.0,10.0,1.5,8.5,6.0,171.5,3.0,6.5,35.0,5.5,29.0,4.5,10.0,0.0,강동구,명일2동,1174054000
753,0.0,0.5,0.0,0.0,0.0,40.0,0.5,3.0,0.5,55.0,4.0,7.5,23.0,1.0,45.0,3.5,7.0,0.0,강동구,고덕1동,1174055000
754,0.0,0.5,0.0,0.0,0.0,40.0,0.5,3.0,0.5,55.0,4.0,7.5,23.0,1.0,45.0,3.5,7.0,0.0,강동구,고덕2동,1174056000
755,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,10.0,1.3333333333333333,5.333333333333333,2.6666666666666665,65.66666666666667,3.3333333333333335,3.6666666666666665,23.333333333333332,1.3333333333333333,44.333333333333336,3.6666666666666665,11.0,0.0,강동구,암사1동,1174057000
756,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,10.0,1.3333333333333333,5.333333333333333,2.6666666666666665,65.66666666666667,3.3333333333333335,3.6666666666666665,23.333333333333332,1.3333333333333333,44.333333333333336,3.6666666666666665,11.0,0.0,강동구,암사2동,1174058000
757,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,10.0,1.3333333333333333,5.333333333333333,2.6666666666666665,65.66666666666667,3.3333333333333335,3.6666666666666665,23.333333333333332,1.3333333333333333,44.333333333333336,3.6666666666666665,11.0,0.0,강동구,암사3동,1174059000
758,0.3333333333333333,1.3333333333333333,0.0,1.0,0.3333333333333333,23.333333333333332,2.0,4.666666666666667,2.3333333333333335,41.333333333333336,2.6666666666666665,5.0,43.666666666666664,5.666666666666667,88.66666666666667,4.0,22.666666666666668,0.3333333333333333,강동구,천호1동,1174060000
759,0.3333333333333333,1.3333333333333333,0.0,1.0,0.3333333333333333,23.333333333333332,2.0,4.666666666666667,2.3333333333333335,41.333333333333336,2.6666666666666665,5.0,43.666666666666664,5.666666666666667,88.66666666666667,4.0,22.666666666666668,0.3333333333333333,강동구,천호2동,1174061000
760,0.3333333333333333,1.3333333333333333,0.0,1.0,0.3333333333333333,23.333333333333332,2.0,4.666666666666667,2.3333333333333335,41.333333333333336,2.6666666666666665,5.0,43.666666666666664,5.666666666666667,88.66666666666667,4.0,22.666666666666668,0.3333333333333333,강동구,천호3동,1174062000
761,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0,16.666666666666668,0.6666666666666666,10.0,4.666666666666667,63.333333333333336,5.333333333333333,6.0,47.666666666666664,6.666666666666667,52.0,4.0,19.333333333333332,0.0,강동구,성내1동,1174064000
762,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0,16.666666666666668,0.6666666666666666,10.0,4.666666666666667,63.333333333333336,5.333333333333333,6.0,47.666666666666664,6.666666666666667,52.0,4.0,19.333333333333332,0.0,강동구,성내2동,1174065000
763,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0,16.666666666666668,0.6666666666666666,10.0,4.666666666666667,63.333333333333336,5.333333333333333,6.0,47.666666666666664,6.666666666666667,52.0,4.0,19.333333333333332,0.0,강동구,성내3동,1174066000
764,0.0,2.0,0.0,1.0,0.0,20.0,1.0,18.0,9.0,100.0,16.0,9.0,63.0,10.0,119.0,10.0,38.0,0.0,강동구,길동,1174068500
765,0.5,0.0,0.0,0.0,0.5,0.0,0.0,4.0,3.0,38.0,3.0,5.5,17.5,2.0,32.5,0.0,8.5,0.0,강동구,둔촌1동,1174069000
766,0.5,0.0,0.0,0.0,0.5,0.0,0.0,4.0,3.0,38.0,3.0,5.5,17.5,2.0,32.5,0.0,8.5,0.0,강동구,둔촌2동,1174070000
