,SUBWAY_NUM,STARBUCKS_NUM,SPORT_NUM,SAFE_DLVR_NUM,MC_NUM,KINDER_NUM,KIDS_NUM,GYM_NUM,GOLF_NUM,ACADEMY_NUM,ANIMAL_HSPT_NUM,BIKE_NUM,CAFE,CAR_SHR_NUM,CCTV_NUM,CHILD_MED_NUM,CON_NUM,DPTM_NUM,GU,DONG,DONG_CODE
2,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,5.666666666666667,39.666666666666664,1.0,56.666666666666664,7.333333333333333,2.0,0.0,종로구,청운효자동,1111051500
12,1.3333333333333333,7.333333333333333,0.0,0.0,0.0,10.0,0.0,18.0,3.0,19.0,2.0,11.666666666666666,100.66666666666667,5.0,41.666666666666664,10.333333333333334,10.0,0.0,종로구,사직동,1111053000
24,0.0,1.0,1.0,0.0,0.0,10.0,0.0,3.0,0.0,2.0,0.0,7.0,52.0,1.0,22.0,1.0,1.0,0.0,종로구,삼청동,1111054000
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,24.0,6.0,5.0,30.0,5.0,41.0,5.0,4.0,0.0,종로구,부암동,1111055000
34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,28.0,0.0,7.0,36.0,0.0,21.0,10.0,3.0,0.0,종로구,평창동,1111056000
36,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,20.0,0.0,3.0,10.0,1.0,13.0,3.0,1.0,0.0,종로구,무악동,1111057000
37,0.0,4.0,0.0,0.0,0.0,30.0,1.0,2.0,0.0,20.0,2.0,5.0,18.0,0.0,9.0,6.0,5.0,0.0,종로구,교남동,1111058000
43,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,53.0,0.0,33.0,3.0,4.0,0.0,종로구,가회동,1111060000
48,5.333333333333333,13.333333333333334,0.0,0.0,1.0,50.0,1.0,10.0,5.0,101.5,0.0,28.166666666666668,243.16666666666666,18.0,78.66666666666667,20.333333333333332,28.5,0.0,종로구,종로1.2.3.4가동,1111061500
76,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,7.0,0.0,8.0,62.0,0.0,38.0,33.0,0.0,0.0,종로구,종로5.6가동,1111063000
81,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,8.0,0.0,4.0,59.0,7.0,35.0,5.0,4.0,0.0,종로구,이화동,1111064000
85,0.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,40.5,2.0,9.5,70.5,2.0,72.0,28.0,8.5,0.0,종로구,혜화동,1111065000
90,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,4.333333333333333,0.6666666666666666,2.6666666666666665,12.0,0.0,13.0,9.666666666666666,2.3333333333333335,0.0,종로구,창신1동,1111067000
91,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,4.333333333333333,0.6666666666666666,2.6666666666666665,12.0,0.0,13.0,9.666666666666666,2.3333333333333335,0.0,종로구,창신2동,1111068000
92,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,4.333333333333333,0.6666666666666666,2.6666666666666665,12.0,0.0,13.0,9.666666666666666,2.3333333333333335,0.0,종로구,창신3동,1111069000
93,1.0,0.5,0.0,1.0,0.0,5.0,0.0,2.5,1.0,8.0,2.0,2.0,10.5,2.0,17.5,10.5,4.5,0.0,종로구,숭인1동,1111070000
94,1.0,0.5,0.0,1.0,0.0,5.0,0.0,2.5,1.0,8.0,2.0,2.0,10.5,2.0,17.5,10.5,4.5,0.0,종로구,숭인2동,1111071000
96,2.0,9.0,0.0,0.0,0.0,10.0,0.0,6.5,3.0,8.5,0.0,8.0,113.0,8.5,81.0,20.5,24.0,1.5,중구,소공동,1114052000
108,1.0,9.5,0.0,0.0,0.0,20.0,0.0,5.0,0.0,1.5,0.0,13.0,111.5,7.5,94.0,18.5,20.5,0.5,중구,회현동,1114054000
118,2.0,18.5,0.0,1.0,3.0,0.0,0.0,18.0,3.0,16.0,0.0,26.0,274.0,7.0,120.5,44.0,45.0,1.0,중구,명동,1114055000
144,2.5,2.5,0.5,1.0,0.0,0.0,0.0,2.5,1.0,7.0,4.0,7.0,89.0,4.5,98.5,13.5,17.5,0.0,중구,필동,1114057000
153,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,3.5,21.0,2.0,59.0,4.0,5.0,0.0,중구,장충동,1114058000
157,0.0,3.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.5,1.0,5.5,130.5,5.5,91.0,19.5,20.0,0.0,중구,광희동,1114059000
165,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,6.0,5.0,112.0,2.0,57.0,28.0,18.0,0.0,중구,을지로동,1114060500
176,2.8333333333333335,2.1666666666666665,0.0,0.8333333333333334,0.0,3.3333333333333335,0.16666666666666666,6.333333333333334,1.3333333333333333,15.666666666666666,3.0,2.3333333333333335,39.33333333333333,5.166666666666666,74.5,27.833333333333332,12.5,0.0,중구,신당동,1114061500
178,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.0,3.3333333333333335,0.16666666666666666,3.3333333333333335,0.3333333333333333,15.666666666666666,3.0,2.3333333333333335,24.333333333333332,2.1666666666666665,53.5,20.833333333333332,7.5,0.0,중구,다산동,1114062500
179,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.0,3.3333333333333335,0.16666666666666666,3.3333333333333335,0.3333333333333333,15.666666666666666,3.0,2.3333333333333335,24.333333333333332,2.1666666666666665,53.5,20.833333333333332,7.5,0.0,중구,약수동,1114063500
180,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.0,3.3333333333333335,0.16666666666666666,3.3333333333333335,0.3333333333333333,15.666666666666666,3.0,2.3333333333333335,24.333333333333332,2.1666666666666665,53.5,20.833333333333332,7.5,0.0,중구,청구동,1114064500
181,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.0,3.3333333333333335,0.16666666666666666,3.3333333333333335,0.3333333333333333,15.666666666666666,3.0,2.3333333333333335,24.333333333333332,2.1666666666666665,53.5,20.833333333333332,7.5,0.0,중구,신당5동,1114065000
182,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.0,3.3333333333333335,0.16666666666666666,3.3333333333333335,0.3333333333333333,15.666666666666666,3.0,2.3333333333333335,24.333333333333332,2.1666666666666665,53.5,20.833333333333332,7.5,0.0,중구,동화동,1114066500
183,0.0,1.0,0.0,0.0,0.0,20.0,1.0,6.0,3.0,3.0,6.0,1.0,21.0,2.0,60.0,7.0,8.0,0.0,중구,황학동,1114067000
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,2.0,8.0,25.0,4.0,95.0,14.0,8.0,0.0,중구,중림동,1114068000
189,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,28.0,4.0,2.0,14.0,3.0,24.0,5.0,8.0,0.0,용산구,후암동,1117051000
190,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,6.0,15.0,2.0,34.0,1.0,10.0,0.0,용산구,용산2가동,1117052000
192,0.0,5.0,0.0,1.0,1.0,0.0,1.0,8.0,3.0,17.0,0.0,6.0,43.0,7.0,13.0,4.0,14.0,0.0,용산구,남영동,1117053000
196,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,11.0,2.0,4.0,57.0,7.0,35.0,1.0,11.0,0.0,용산구,청파동,1117055500
200,0.0,1.0,0.0,1.0,0.0,20.0,0.0,6.0,3.0,24.0,6.0,9.0,26.0,4.0,16.0,5.0,9.0,0.0,용산구,원효로1동,1117056000
204,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,26.0,4.0,7.0,16.0,2.0,24.0,1.0,8.0,0.0,용산구,원효로2동,1117057000
209,0.0,1.0,0.0,2.0,0.0,20.0,0.0,1.0,0.0,22.0,4.0,2.0,8.0,1.0,13.0,2.0,5.0,0.0,용산구,효창동,1117058000
210,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,21.0,2.0,1.0,13.0,3.0,12.0,2.0,4.0,0.0,용산구,용문동,1117059000
212,7.0,6.0,0.0,0.0,0.0,50.0,4.0,8.0,4.0,11.0,4.0,23.0,120.0,13.0,36.0,3.0,19.0,1.0,용산구,한강로동,1117062500
217,0.0,1.0,1.5,0.0,0.0,20.0,0.0,3.0,2.0,22.0,4.0,5.5,8.5,0.5,14.0,4.5,3.5,0.0,용산구,이촌1동,1117063000
218,0.0,1.0,1.5,0.0,0.0,20.0,0.0,3.0,2.0,22.0,4.0,5.5,8.5,0.5,14.0,4.5,3.5,0.0,용산구,이촌2동,1117064000
219,0.5,1.0,0.0,0.5,0.0,10.0,0.0,4.5,0.5,5.0,3.0,3.0,21.0,3.0,24.5,2.5,8.5,0.0,용산구,이태원1동,1117065000
220,0.5,1.0,0.0,0.5,0.0,10.0,0.0,4.5,0.5,5.0,3.0,3.0,21.0,3.0,24.5,2.5,8.5,0.0,용산구,이태원2동,1117066000
221,2.0,2.0,1.0,1.0,0.0,10.0,0.0,26.0,3.0,19.0,10.0,13.0,66.0,9.0,43.0,5.0,11.0,0.0,용산구,한남동,1117068500
222,1.0,1.0,0.0,0.0,0.0,10.0,0.0,3.0,1.0,14.0,0.0,7.0,10.0,0.0,34.0,0.0,5.0,0.0,용산구,서빙고동,1117069000
226,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,14.0,4.0,1.0,10.0,4.0,51.0,3.0,5.0,0.0,용산구,보광동,1117070000
228,0.5,1.0,0.0,0.5,0.0,20.0,0.0,4.0,2.0,35.0,3.0,4.0,14.0,1.0,14.5,2.5,5.5,0.0,성동구,왕십리2동,1120052000
229,0.5,2.0,0.0,0.5,0.0,30.0,0.0,13.0,3.0,60.0,7.0,8.0,37.0,4.0,49.5,21.5,14.5,0.0,성동구,왕십리도선동,1120053500
233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,24.0,2.0,10.0,9.0,5.0,92.0,20.0,7.0,0.0,성동구,마장동,1120054000
234,2.333333333333333,0.6666666666666666,0.0,1.6666666666666665,0.3333333333333333,6.666666666666667,0.6666666666666666,3.6666666666666665,2.0,46.333333333333336,5.333333333333333,7.333333333333333,28.666666666666668,6.333333333333334,50.0,16.333333333333336,15.666666666666666,0.0,성동구,사근동,1120055000
236,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,6.666666666666667,0.6666666666666666,3.6666666666666665,2.0,44.333333333333336,5.333333333333333,4.333333333333333,19.666666666666668,2.3333333333333335,21.0,14.333333333333334,8.666666666666666,0.0,성동구,행당1동,1120056000
237,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,6.666666666666667,0.6666666666666666,3.6666666666666665,2.0,44.333333333333336,5.333333333333333,4.333333333333333,19.666666666666668,2.3333333333333335,21.0,14.333333333333334,8.666666666666666,0.0,성동구,행당2동,1120057000
238,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,3.0,2.0,0.0,24.0,4.0,3.0,0.0,성동구,응봉동,1120058000
239,1.0,0.0,2.0,0.0,0.0,10.0,0.0,3.0,2.0,44.0,0.0,1.0,12.0,0.0,16.0,20.0,3.0,0.0,성동구,금호1가동,1120059000
240,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,38.0,4.0,5.0,16.0,2.0,43.0,30.0,6.0,0.0,성동구,금호2.3가동,1120061500
242,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,30.0,6.0,5.0,12.0,3.0,33.0,24.0,5.0,0.0,성동구,금호4가동,1120062000
243,2.0,1.0,0.0,0.0,0.0,20.0,0.0,11.0,3.0,60.0,8.0,2.0,16.0,3.0,14.0,28.0,7.0,0.0,성동구,옥수동,1120064500
244,0.5,1.0,0.0,1.0,0.0,10.0,0.5,6.5,3.5,27.5,3.0,7.5,53.5,2.5,29.0,18.0,12.0,0.0,성동구,성수1가1동,1120065000
245,0.5,1.0,0.0,1.0,0.0,10.0,0.5,6.5,3.5,27.5,3.0,7.5,53.5,2.5,29.0,18.0,12.0,0.0,성동구,성수1가2동,1120066000
246,0.0,2.0,0.0,1.0,0.5,5.0,0.5,9.5,4.5,16.0,2.0,8.0,59.5,3.0,48.0,24.0,21.5,0.0,성동구,성수2가1동,1120067000
247,0.0,2.0,0.0,1.0,0.5,5.0,0.5,9.5,4.5,16.0,2.0,8.0,59.5,3.0,48.0,24.0,21.5,0.0,성동구,성수2가3동,1120069000
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,1.0,3.0,5.0,1.5,15.0,2.0,2.5,0.0,성동구,송정동,1120072000
250,2.0,0.0,4.0,1.0,0.0,10.0,0.0,3.5,2.0,14.0,1.0,13.0,30.0,7.5,55.0,14.0,10.5,0.0,성동구,용답동,1120079000
252,2.0,3.0,0.0,1.0,1.0,0.0,1.0,16.0,4.0,27.0,4.0,9.0,95.0,7.0,40.0,12.0,33.0,0.0,광진구,화양동,1121571000
253,0.0,2.0,0.0,0.0,0.0,40.0,1.0,13.0,3.0,29.0,4.0,11.0,46.0,3.0,48.0,8.0,11.0,0.0,광진구,군자동,1121573000
254,0.0,0.5,0.0,1.25,0.0,5.0,1.0,6.75,2.5,35.5,3.5,2.5,26.5,2.0,35.0,9.25,12.75,0.0,광진구,중곡1동,1121574000
255,0.0,0.5,0.0,1.25,0.0,5.0,1.0,6.75,2.5,35.5,3.5,2.5,26.5,2.0,35.0,9.25,12.75,0.0,광진구,중곡2동,1121575000
256,0.0,0.5,0.0,1.25,0.0,5.0,1.0,6.75,2.5,35.5,3.5,2.5,26.5,2.0,35.0,9.25,12.75,0.0,광진구,중곡3동,1121576000
257,0.0,0.5,0.0,1.25,0.0,5.0,1.0,6.75,2.5,35.5,3.5,2.5,26.5,2.0,35.0,9.25,12.75,0.0,광진구,중곡4동,1121577000
258,2.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,2.0,12.0,4.0,6.0,28.0,1.0,37.0,3.0,14.0,0.0,광진구,능동,1121578000
259,0.0,1.0,0.0,0.0,0.0,50.0,0.0,10.0,3.0,111.0,6.0,8.0,38.0,1.0,33.0,6.0,13.0,0.0,광진구,광장동,1121581000
260,0.0,1.25,0.0,1.25,0.25,20.0,1.25,10.0,5.25,52.0,4.5,6.0,36.25,6.0,39.25,6.0,14.75,0.25,광진구,자양1동,1121582000
261,0.0,1.25,0.0,1.25,0.25,20.0,1.25,10.0,5.25,52.0,4.5,6.0,36.25,6.0,39.25,6.0,14.75,0.25,광진구,자양2동,1121583000
262,0.0,1.25,0.0,1.25,0.25,20.0,1.25,10.0,5.25,52.0,4.5,6.0,36.25,6.0,39.25,6.0,14.75,0.25,광진구,자양3동,1121584000
263,0.0,1.25,0.0,1.25,0.25,20.0,1.25,10.0,5.25,52.0,4.5,6.0,36.25,6.0,39.25,6.0,14.75,0.25,광진구,자양4동,1121584700
264,0.6666666666666666,1.0,0.0,1.0,0.0,23.333333333333332,0.0,13.666666666666666,6.0,84.0,2.6666666666666665,6.666666666666667,46.0,3.0,51.666666666666664,10.666666666666666,17.0,0.0,광진구,구의1동,1121585000
265,0.6666666666666666,1.0,0.0,1.0,0.0,23.333333333333332,0.0,13.666666666666666,6.0,84.0,2.6666666666666665,6.666666666666667,46.0,3.0,51.666666666666664,10.666666666666666,17.0,0.0,광진구,구의2동,1121586000
266,0.6666666666666666,1.0,0.0,1.0,0.0,23.333333333333332,0.0,13.666666666666666,6.0,84.0,2.6666666666666665,6.666666666666667,46.0,3.0,51.666666666666664,10.666666666666666,17.0,0.0,광진구,구의3동,1121587000
268,5.0,1.0,0.0,1.0,0.0,30.0,0.0,10.0,9.0,41.0,8.0,14.0,57.0,11.0,120.0,16.0,32.0,0.0,동대문구,용신동,1123053600
270,0.0,0.0,0.0,1.0,0.0,10.0,0.0,9.0,2.0,35.0,0.0,5.0,29.0,3.0,96.0,6.0,17.0,0.0,동대문구,제기동,1123054500
271,0.0,0.5,0.0,0.5,0.5,35.0,0.5,5.0,2.0,51.0,3.0,8.5,30.5,5.0,54.0,19.5,14.5,0.0,동대문구,전농1동,1123056000
272,0.0,0.5,0.0,0.5,0.5,35.0,0.5,5.0,2.0,51.0,3.0,8.5,30.5,5.0,54.0,19.5,14.5,0.0,동대문구,전농2동,1123057000
273,0.0,0.5,0.0,0.5,0.0,40.0,0.5,7.0,3.0,49.0,6.0,5.5,20.5,3.5,50.5,24.0,13.5,0.0,동대문구,답십리1동,1123060000
274,0.0,0.5,0.0,0.5,0.0,40.0,0.5,7.0,3.0,49.0,6.0,5.5,20.5,3.5,50.5,24.0,13.5,0.0,동대문구,답십리2동,1123061000
275,0.0,0.5,0.5,1.0,0.5,45.0,1.5,13.5,8.0,106.0,8.0,5.5,43.5,6.5,63.0,26.0,28.5,0.0,동대문구,장안1동,1123065000
276,0.0,0.5,0.5,1.0,0.5,45.0,1.5,13.5,8.0,106.0,8.0,5.5,43.5,6.5,63.0,26.0,28.5,0.0,동대문구,장안2동,1123066000
277,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,23.0,4.0,10.0,16.0,4.0,43.0,13.0,7.0,0.0,동대문구,청량리동,1123070500
278,0.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,14.0,2.0,3.0,38.0,3.0,62.0,8.0,11.0,0.0,동대문구,회기동,1123071000
279,1.5,0.0,0.0,1.0,0.0,20.0,0.5,6.0,3.0,24.5,2.0,7.0,18.5,2.0,51.0,14.5,10.5,0.0,동대문구,휘경1동,1123072000
280,1.5,0.0,0.0,1.0,0.0,20.0,0.5,6.0,3.0,24.5,2.0,7.0,18.5,2.0,51.0,14.5,10.5,0.0,동대문구,휘경2동,1123073000
281,1.0,1.0,0.0,0.5,0.0,30.0,0.0,3.0,0.5,34.5,2.0,4.5,21.0,2.0,47.0,18.0,9.0,0.0,동대문구,이문1동,1123074000
282,1.0,1.0,0.0,0.5,0.0,30.0,0.0,3.0,0.5,34.5,2.0,4.5,21.0,2.0,47.0,18.0,9.0,0.0,동대문구,이문2동,1123075000
284,0.5,0.16666666666666666,0.0,0.6666666666666666,0.0,20.0,0.3333333333333333,4.0,1.3333333333333333,28.5,4.0,4.166666666666667,20.666666666666668,2.6666666666666665,94.0,7.333333333333333,14.5,0.0,중랑구,면목2동,1126052000
285,0.5,0.16666666666666666,0.0,0.6666666666666666,0.0,20.0,0.3333333333333333,4.0,1.3333333333333333,28.5,4.0,4.166666666666667,20.666666666666668,2.6666666666666665,94.0,7.333333333333333,14.5,0.0,중랑구,면목4동,1126054000
286,0.5,0.16666666666666666,0.0,0.6666666666666666,0.0,20.0,0.3333333333333333,4.0,1.3333333333333333,28.5,4.0,4.166666666666667,20.666666666666668,2.6666666666666665,94.0,7.333333333333333,14.5,0.0,중랑구,면목5동,1126055000
287,0.5,0.16666666666666666,0.0,0.6666666666666666,0.0,20.0,0.3333333333333333,4.0,1.3333333333333333,28.5,4.0,4.166666666666667,20.666666666666668,2.6666666666666665,94.0,7.333333333333333,14.5,0.0,중랑구,면목본동,1126056500
288,0.5,0.16666666666666666,0.0,0.6666666666666666,0.0,20.0,0.3333333333333333,4.0,1.3333333333333333,28.5,4.0,4.166666666666667,20.666666666666668,2.6666666666666665,94.0,7.333333333333333,14.5,0.0,중랑구,면목7동,1126057000
289,0.5,0.16666666666666666,0.0,0.6666666666666666,0.0,20.0,0.3333333333333333,4.0,1.3333333333333333,28.5,4.0,4.166666666666667,20.666666666666668,2.6666666666666665,94.0,7.333333333333333,14.5,0.0,중랑구,면목3.8동,1126057500
290,2.5,1.5,0.0,0.5,0.5,25.0,1.5,8.0,1.5,23.0,3.0,8.5,30.5,4.5,57.5,14.0,16.0,0.0,중랑구,상봉1동,1126058000
291,2.5,1.5,0.0,0.5,0.5,25.0,1.5,8.0,1.5,23.0,3.0,8.5,30.5,4.5,57.5,14.0,16.0,0.0,중랑구,상봉2동,1126059000
292,1.5,0.5,0.0,0.5,0.0,10.0,0.5,3.5,1.5,23.0,5.0,4.5,20.5,2.5,73.0,11.5,16.0,0.0,중랑구,중화1동,1126060000
293,1.5,0.5,0.0,0.5,0.0,10.0,0.5,3.5,1.5,23.0,5.0,4.5,20.5,2.5,73.0,11.5,16.0,0.0,중랑구,중화2동,1126061000
294,0.5,0.5,0.0,0.0,0.0,35.0,1.0,3.5,2.0,33.0,3.0,4.5,20.5,3.5,60.5,8.0,11.5,0.0,중랑구,묵1동,1126062000
295,0.5,0.5,0.0,0.0,0.0,35.0,1.0,3.5,2.0,33.0,3.0,4.5,20.5,3.5,60.5,8.0,11.5,0.0,중랑구,묵2동,1126063000
296,0.5,0.5,0.0,0.0,0.5,35.0,0.5,4.0,1.5,32.5,2.0,6.5,34.0,3.0,76.5,15.0,17.5,0.0,중랑구,망우본동,1126065500
297,0.5,0.5,0.0,0.0,0.5,35.0,0.5,4.0,1.5,32.5,2.0,6.5,34.0,3.0,76.5,15.0,17.5,0.0,중랑구,망우3동,1126066000
298,0.5,0.5,0.0,0.0,0.5,65.0,1.0,4.5,3.0,82.5,5.0,8.5,23.5,2.0,44.0,20.5,11.0,0.0,중랑구,신내1동,1126068000
299,0.5,0.5,0.0,0.0,0.5,65.0,1.0,4.5,3.0,82.5,5.0,8.5,23.5,2.0,44.0,20.5,11.0,0.0,중랑구,신내2동,1126069000
301,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,49.0,4.0,13.0,43.0,1.0,138.0,3.0,10.0,0.0,성북구,성북동,1129052500
306,0.0,1.1666666666666667,0.0,0.0,0.0,13.333333333333334,0.16666666666666666,6.5,1.8333333333333335,87.33333333333333,4.333333333333333,5.833333333333333,48.166666666666664,7.666666666666667,117.66666666666667,17.5,13.5,0.0,성북구,삼선동,1129055500
315,0.0,2.1666666666666665,0.0,0.0,0.0,3.3333333333333335,2.1666666666666665,11.5,1.8333333333333335,103.33333333333333,6.333333333333333,6.833333333333333,71.16666666666667,5.666666666666667,96.66666666666667,7.5,11.5,0.0,성북구,동선동,1129057500
322,0.0,0.16666666666666666,0.0,0.0,0.0,3.3333333333333335,0.16666666666666666,0.5,0.8333333333333334,15.333333333333334,0.3333333333333333,0.8333333333333334,2.1666666666666665,0.6666666666666666,8.666666666666666,0.5,0.5,0.0,성북구,돈암1동,1129058000
323,0.0,0.16666666666666666,0.0,0.0,0.0,3.3333333333333335,0.16666666666666666,0.5,0.8333333333333334,15.333333333333334,0.3333333333333333,0.8333333333333334,2.1666666666666665,0.6666666666666666,8.666666666666666,0.5,0.5,0.0,성북구,돈암2동,1129059000
324,0.0,3.0,0.0,1.0,1.0,10.0,0.0,8.0,0.0,10.0,0.0,6.0,68.0,3.0,56.0,4.0,21.0,0.0,성북구,안암동,1129060000
329,0.0,0.0,0.0,1.0,0.0,10.0,0.0,5.0,1.0,22.0,4.0,2.0,21.0,4.0,77.0,3.0,10.0,0.0,성북구,보문동,1129061000
336,0.3333333333333333,0.8333333333333333,0.0,0.5833333333333333,0.0,42.5,1.0,6.0,4.0,100.91666666666667,5.333333333333333,7.0,35.583333333333336,5.083333333333333,112.58333333333334,12.083333333333332,16.0,0.3333333333333333,성북구,정릉1동,1129062000
339,0.0,0.16666666666666666,0.0,0.25,0.0,15.833333333333334,0.6666666666666666,3.0,3.3333333333333335,50.583333333333336,1.3333333333333333,3.3333333333333335,18.916666666666668,2.4166666666666665,91.91666666666667,6.75,10.0,0.0,성북구,정릉2동,1129063000
341,0.0,0.0,0.0,0.25,0.0,12.5,0.5,2.5,2.5,35.25,1.0,2.5,16.75,1.75,83.25,6.25,9.5,0.0,성북구,정릉3동,1129064000
342,0.0,0.0,0.0,0.25,0.0,12.5,0.5,2.5,2.5,35.25,1.0,2.5,16.75,1.75,83.25,6.25,9.5,0.0,성북구,정릉4동,1129065000
343,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,26.666666666666668,0.3333333333333333,3.0,0.6666666666666666,50.333333333333336,4.0,3.6666666666666665,16.666666666666668,2.6666666666666665,20.666666666666668,5.333333333333333,6.0,0.3333333333333333,성북구,길음1동,1129066000
344,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,0.0,33.333333333333336,1.3333333333333333,6.333333333333334,2.6666666666666665,83.0,7.333333333333334,6.666666666666666,35.333333333333336,5.666666666666666,73.33333333333333,10.333333333333332,12.666666666666668,0.3333333333333333,성북구,길음2동,1129068500
346,1.0,2.0,0.0,1.0,1.0,50.0,2.0,7.0,6.0,89.0,6.0,5.0,35.0,5.0,134.0,19.0,17.0,0.0,성북구,종암동,1129070500
347,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,6.666666666666667,1.0,3.3333333333333335,2.0,32.666666666666664,3.3333333333333335,3.0,18.666666666666668,3.0,52.666666666666664,5.0,6.666666666666667,0.0,성북구,월곡1동,1129071500
349,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,16.666666666666668,1.0,4.333333333333334,5.0,48.666666666666664,3.3333333333333335,4.0,30.666666666666668,4.0,118.66666666666666,6.0,11.666666666666668,0.0,성북구,월곡2동,1129072500
350,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,23.333333333333332,0.0,1.6666666666666667,0.3333333333333333,21.0,3.3333333333333335,2.3333333333333335,13.666666666666666,0.3333333333333333,117.33333333333333,1.0,8.333333333333334,0.0,성북구,장위1동,1129076000
351,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,23.333333333333332,0.0,1.6666666666666667,0.3333333333333333,21.0,3.3333333333333335,2.3333333333333335,13.666666666666666,0.3333333333333333,117.33333333333333,1.0,8.333333333333334,0.0,성북구,장위2동,1129077000
352,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,23.333333333333332,0.0,1.6666666666666667,0.3333333333333333,21.0,3.3333333333333335,2.3333333333333335,13.666666666666666,0.3333333333333333,117.33333333333333,1.0,8.333333333333334,0.0,성북구,장위3동,1129078000
353,0.0,0.0,0.0,1.0,0.0,50.0,2.0,6.0,2.0,47.0,4.0,7.0,30.0,3.0,155.0,3.0,11.0,0.0,성북구,석관동,1129081000
355,0.8,0.6,0.0,0.4,0.4,34.0,1.0,4.4,0.6,50.4,6.0,4.4,21.8,4.8,45.6,9.4,10.2,0.0,강북구,삼양동,1130553400
356,0.8,0.6,0.0,0.4,0.4,34.0,1.0,4.4,0.6,50.4,6.0,4.4,21.8,4.8,45.6,9.4,10.2,0.0,강북구,미아동,1130553500
357,0.8,0.6,0.0,0.4,0.4,34.0,1.0,4.4,0.6,50.4,6.0,4.4,21.8,4.8,45.6,9.4,10.2,0.0,강북구,송중동,1130554500
358,0.8,0.6,0.0,0.4,0.4,34.0,1.0,4.4,0.6,50.4,6.0,4.4,21.8,4.8,45.6,9.4,10.2,0.0,강북구,송천동,1130555500
359,0.8,0.6,0.0,0.4,0.4,34.0,1.0,4.4,0.6,50.4,6.0,4.4,21.8,4.8,45.6,9.4,10.2,0.0,강북구,삼각산동,1130557500
360,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,10.0,0.3333333333333333,2.3333333333333335,2.0,21.666666666666668,2.0,7.333333333333333,12.0,1.3333333333333333,34.666666666666664,4.333333333333333,8.666666666666666,0.0,강북구,번1동,1130559500
